|6.6.6
CV3hy1wt_678_1.tab                                                                                  
           2
P(bar)  
   1.0000000000000000     
   350.87468671679198     
         400
T(K)    
   275.00000000000000     
   9.1137123745819402     
         300
           9
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  17895.61       2945.318       3227.836       3.080420       1.141699       5041078.      0.5798944E-04   250190.2       42074.06    
  18246.48       2945.318       3232.700       3.086407       1.143764       5050291.      0.5752006E-04   251557.3       42290.06    
  18597.36       2945.318       3237.546       3.092597       1.145963       5059438.      0.5705610E-04   252955.4       42516.44    
  18948.23       2945.318       3242.371       3.098895       1.148236       5068539.      0.5659760E-04   254371.2       42748.91    
  19299.11       2945.318       3247.176       3.105019       1.150426       5077663.      0.5614507E-04   255763.9       42975.71    
  19649.98       2945.318       3251.937       3.110867       1.152397       5086784.      0.5569726E-04   257124.2       43186.34    
  20000.86       2945.318       3256.698       3.117172       1.154705       5095816.      0.5525505E-04   258548.2       43423.01    
  20351.73       2945.318       3261.426       3.123008       1.156715       5104915.      0.5481821E-04   259909.3       43637.58    
  20702.61       2945.318       3266.138       3.129041       1.158862       5113953.      0.5438638E-04   261300.2       43862.95    
  21053.48       2945.318       3270.829       3.135048       1.161000       5122973.      0.5395956E-04   262690.1       44088.17    
  21404.36       2945.318       3275.517       3.141042       1.163192       5132012.      0.5353861E-04   264076.3       44318.22    
  21755.23       2945.318       3280.156       3.147086       1.165335       5140954.      0.5312088E-04   265478.7       44544.73    
  22106.11       2945.318       3284.797       3.152916       1.167422       5149973.      0.5270929E-04   266847.4       44767.67    
  22456.98       2945.318       3289.407       3.158767       1.169499       5158941.      0.5230174E-04   268223.9       44990.15    
  22807.85       2945.318       3293.994       3.164646       1.171589       5167871.      0.5189854E-04   269607.6       45214.07    
  23158.73       2945.318       3298.563       3.170477       1.173661       5176794.      0.5149992E-04   270986.2       45437.06    
  23509.60       2945.318       3303.112       3.176284       1.175725       5185700.      0.5110569E-04   272363.9       45659.90    
  23860.48       2945.318       3307.633       3.182128       1.177794       5194555.      0.5071532E-04   273751.0       45883.41    
  24211.35       2945.318       3312.137       3.187921       1.179846       5203405.      0.5032939E-04   275132.4       46106.13    
  24562.23       2945.318       3316.628       3.193662       1.181887       5212257.      0.4994789E-04   276507.4       46328.56    
  24913.10       2945.318       3321.102       3.199360       1.183911       5221100.      0.4957055E-04   277878.0       46550.05    
  25263.98       2945.318       3325.555       3.205080       1.185948       5229909.      0.4919710E-04   279254.8       46773.03    
  25614.85       2945.318       3329.990       3.210757       1.187968       5238710.      0.4882768E-04   280627.3       46995.08    
  25965.73       2945.318       3334.395       3.216503       1.190005       5247445.      0.4846158E-04   282014.6       47218.78    
  26316.60       2945.318       3338.821       3.221969       1.191974       5256310.      0.4810104E-04   283355.2       47438.05    
  26667.48       2945.318       3343.170       3.227789       1.194019       5264938.      0.4774171E-04   284761.7       47662.91    
  27018.35       2945.318       3347.533       3.233387       1.196011       5273668.      0.4738744E-04   286131.6       47884.56    
  27369.23       2945.318       3351.881       3.238935       1.197984       5282393.      0.4703689E-04   287495.8       48105.06    
  27720.10       2945.318       3356.207       3.244523       1.199977       5291077.      0.4668974E-04   288868.9       48327.51    
  28070.97       2945.318       3360.519       3.250062       1.201949       5299756.      0.4634620E-04   290236.5       48548.82    
  28421.85       2945.318       3364.819       3.255524       1.203894       5308446.      0.4600635E-04   291593.8       48768.38    
  28772.72       2945.318       3369.112       3.260945       1.205838       5317143.      0.4567019E-04   292945.4       48988.43    
  29123.60       2945.318       3373.374       3.266455       1.207812       5325767.      0.4533689E-04   294315.0       49211.10    
  29474.47       2945.318       3377.615       3.271939       1.209764       5334367.      0.4500674E-04   295683.6       49432.38    
  29825.35       2945.318       3381.844       3.277381       1.211704       5342965.      0.4467995E-04   297047.4       49653.12    
  30176.22       2945.318       3386.055       3.282817       1.213640       5351539.      0.4435630E-04   298412.6       49873.97    
  30527.10       2945.318       3390.249       3.288234       1.215571       5360096.      0.4403580E-04   299777.1       50094.73    
  30877.97       2945.318       3394.433       3.293571       1.217466       5368663.      0.4371853E-04   301130.8       50313.08    
  31228.85       2945.318       3398.579       3.299053       1.219409       5377125.      0.4340363E-04   302512.2       50535.41    
  31579.72       2945.318       3402.737       3.304346       1.221298       5385674.      0.4309258E-04   303862.4       50754.15    
  31930.60       2945.318       3406.868       3.309703       1.223208       5394160.      0.4278415E-04   305226.5       50974.84    
  32281.47       2945.318       3410.988       3.315004       1.225096       5402650.      0.4247873E-04   306583.3       51194.12    
  32632.35       2945.318       3415.090       3.320308       1.226986       5411113.      0.4217613E-04   307942.8       51413.97    
  32983.22       2945.318       3419.178       3.325595       1.228870       5419561.      0.4187636E-04   309301.8       51633.72    
  33334.10       2945.318       3423.250       3.330892       1.230766       5427985.      0.4157940E-04   310664.4       51854.87    
  33684.97       2945.318       3427.307       3.336131       1.232626       5436402.      0.4128509E-04   312020.3       52073.38    
  34035.84       2945.318       3431.351       3.341370       1.234495       5444803.      0.4099356E-04   313377.8       52293.04    
  34386.72       2945.318       3435.374       3.346650       1.236383       5453159.      0.4070456E-04   314744.7       52514.63    
  34737.59       2945.318       3439.396       3.351797       1.238216       5461557.      0.4041846E-04   316091.1       52732.10    
  35088.47       2945.318       3443.398       3.356987       1.240068       5469912.      0.4013481E-04   317447.0       52951.50    
  35439.34       2945.318       3447.385       3.362161       1.241915       5478250.      0.3985371E-04   318802.3       53170.83    
  35790.22       2945.318       3451.359       3.367305       1.243748       5486579.      0.3957511E-04   320154.9       53389.38    
  36141.09       2945.318       3455.333       3.372477       1.245633       5494908.      0.3929948E-04   321511.8       53613.01    
  36491.97       2945.318       3459.279       3.377608       1.247467       5503201.      0.3902583E-04   322866.1       53832.42    
  36842.84       2945.318       3463.213       3.382723       1.249296       5511479.      0.3875460E-04   324220.0       54051.75    
  37193.72       2945.318       3467.132       3.387823       1.251119       5519742.      0.3848574E-04   325573.3       54271.02    
  37544.59       2945.318       3471.039       3.392908       1.252938       5527989.      0.3821923E-04   326926.3       54490.21    
  37895.47       2945.318       3474.926       3.397968       1.254733       5536213.      0.3795485E-04   328278.0       54707.63    
  38246.34       2945.318       3478.795       3.402997       1.256500       5544415.      0.3769257E-04   329627.4       54922.90    
  38597.22       2945.318       3482.673       3.407997       1.258295       5552650.      0.3743310E-04   330971.1       55141.37    
  38948.09       2945.318       3486.521       3.413073       1.260116       5560812.      0.3717558E-04   332331.0       55362.16    
  39298.96       2945.318       3490.369       3.418063       1.261907       5569005.      0.3692045E-04   333677.4       55580.97    
  39649.84       2945.318       3494.197       3.423039       1.263678       5577167.      0.3666726E-04   335024.5       55798.17    
