|6.6.6
CV3hy1wt_678_1.tab                                                                                  
           2
P(bar)  
   1.0000000000000000     
   350.87468671679198     
         400
T(K)    
   275.00000000000000     
   9.1137123745819402     
         300
           9
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  68772.44       1951.923       3935.108       4.603838       1.875257       6088791.      0.4161782E-04   649550.2       138381.6    
  69123.31       1951.923       3937.431       4.607226       1.876383       6093381.      0.4148025E-04   650940.5       138629.6    
  69474.19       1951.923       3942.575       4.640342       1.901614       6084468.      0.4116054E-04   658853.7       142568.9    
  69825.06       1951.923       3944.911       4.643517       1.902509       6089206.      0.4102636E-04   660228.2       142787.6    
  70175.94       1951.923       3948.074       4.645947       1.902445       6095654.      0.4090378E-04   661661.4       142892.5    
  70526.81       1951.923       3954.366       4.713859       1.947045       6081350.      0.4079627E-04   678799.5       149909.3    
  70877.69       1951.923       3954.775       4.686505       1.927331       6095248.      0.4065468E-04   672727.9       146904.2    
  71228.56       1951.923       3955.071       4.664566       1.911736       6105979.      0.4050198E-04   667821.6       144547.3    
  71579.44       1951.923       3957.266       4.665304       1.911057       6111260.      0.4036881E-04   668601.5       144524.9    
  71930.31       1951.923       3959.659       4.669162       1.912428       6115776.      0.4023906E-04   670154.9       144819.8    
  72281.19       1951.923       3962.081       4.673315       1.914000       6120208.      0.4011018E-04   671784.6       145146.7    
  72632.06       1951.923       3964.491       4.677408       1.915533       6124648.      0.3998191E-04   673400.3       145467.7    
  72982.93       1951.923       3966.892       4.681445       1.917030       6129094.      0.3985425E-04   675003.4       145783.4    
  73333.81       1951.923       3969.282       4.685431       1.918494       6133545.      0.3972720E-04   676594.7       146094.2    
  73684.68       1951.923       3972.224       4.697878       1.925510       6135848.      0.3960880E-04   680306.9       147273.8    
  74035.56       1951.923       3974.793       4.696569       1.923523       6141660.      0.3947676E-04   680663.7       147065.0    
  74386.43       1951.923       3978.778       4.730894       1.945237       6137112.      0.3937126E-04   689764.7       150554.8    
  74737.31       1951.923       3979.765       4.707753       1.928609       6149581.      0.3922945E-04   684661.4       148028.7    
  75088.18       1951.923       3982.149       4.712059       1.930293       6153896.      0.3910593E-04   686341.6       148376.1    
  75439.06       1951.923       3985.412       4.741053       1.948561       6150580.      0.3899908E-04   694062.3       151321.6    
  75789.93       1951.923       3987.583       4.742699       1.948481       6155591.      0.3887488E-04   695079.3       151391.7    
  76140.81       1951.923       3989.997       4.748672       1.951265       6159342.      0.3875471E-04   697184.2       151916.6    
  76491.68       1951.923       3992.264       4.752140       1.952395       6163811.      0.3863315E-04   698661.0       152178.9    
  76842.56       1951.923       3994.768       4.749975       1.949451       6171008.      0.3851566E-04   698889.3       151815.6    
  77193.43       1951.923       3996.546       4.754337       1.951514       6174163.      0.3838813E-04   700428.4       152204.7    
  77544.31       1951.923       3999.258       4.756325       1.951335       6180101.      0.3827482E-04   701697.3       152280.0    
  77895.18       1951.923       4001.148       4.763230       1.955096       6182445.      0.3815036E-04   703875.2       152939.9    
  78246.06       1951.923       4003.269       4.764318       1.954661       6187593.      0.3802960E-04   704753.9       152952.9    
  78596.93       1951.923       4005.960       4.765819       1.954153       6193703.      0.3791779E-04   705907.1       152976.1    
  78947.80       1951.923       4008.187       4.768975       1.955090       6198227.      0.3779989E-04   707309.7       153208.0    
  79298.68       1951.923       4010.410       4.772127       1.956026       6202747.      0.3768254E-04   708712.1       153439.8    
  79649.55       1951.923       4012.658       4.775197       1.956943       6207260.      0.3756532E-04   710093.6       153669.8    
  80000.43       1951.923       4014.542       4.783157       1.961385       6209232.      0.3744569E-04   712549.7       154440.7    
  80351.30       1951.923       4016.667       4.784432       1.961098       6214293.      0.3732816E-04   713477.3       154477.3    
  80702.18       1951.923       4019.289       4.784615       1.959742       6220776.      0.3721812E-04   714298.2       154364.4    
  81053.05       1951.923       4021.492       4.787745       1.960673       6225272.      0.3710344E-04   715699.0       154595.8    
  81403.93       1951.923       4023.692       4.790871       1.961603       6229764.      0.3698929E-04   717099.5       154827.2    
  81754.80       1951.923       4025.851       4.794075       1.962610       6234152.      0.3687522E-04   718508.7       155069.3    
  82105.68       1951.923       4030.742       4.840320       1.991480       6226362.      0.3681397E-04   731205.1       159858.9    
  82456.55       1951.923       4032.909       4.843409       1.992388       6230790.      0.3670179E-04   732610.0       160090.8    
  82807.43       1951.923       4035.072       4.846494       1.993296       6235215.      0.3659012E-04   734014.6       160322.6    
  83158.30       1951.923       4036.650       4.849607       1.994332       6239489.      0.3647935E-04   735297.7       160552.2    
  83509.18       1951.923       4038.821       4.852366       1.995187       6243876.      0.3636703E-04   736590.6       160776.2    
  83860.05       1951.923       4041.535       4.855258       1.995943       6248412.      0.3625569E-04   738057.8       161006.2    
  84210.92       1951.923       4043.962       4.857605       1.996679       6252819.      0.3614215E-04   739264.0       161221.7    
  84561.80       1951.923       4046.429       4.860727       1.997521       6257309.      0.3603313E-04   740761.3       161456.2    
  84912.67       1951.923       4048.695       4.863278       1.998321       6261692.      0.3592171E-04   742008.0       161676.0    
  85263.55       1951.923       4050.844       4.866299       1.999214       6266086.      0.3581328E-04   743399.7       161906.4    
  85614.42       1951.923       4052.896       4.869373       2.000134       6270458.      0.3570565E-04   744790.3       162137.5    
  85965.30       1951.923       4054.987       4.872393       2.001037       6274831.      0.3559823E-04   746172.4       162367.6    
  86316.17       1951.923       4057.163       4.875387       2.001916       6279221.      0.3549113E-04   747566.3       162597.7    
  86667.05       1951.923       4059.220       4.878425       2.002827       6283581.      0.3538480E-04   748950.8       162828.2    
  87017.92       1951.923       4061.500       4.881364       2.003674       6287985.      0.3527835E-04   750352.6       163057.5    
  87368.80       1951.923       4063.711       4.884339       2.004541       6292373.      0.3517260E-04   751753.4       163287.5    
  87719.67       1951.923       4065.826       4.887328       2.005429       6296734.      0.3506744E-04   753139.2       163517.2    
  88070.55       1951.923       4067.840       4.890386       2.006348       6301073.      0.3496314E-04   754528.5       163748.1    
  88421.42       1951.923       4069.933       4.893390       2.007240       6305424.      0.3485900E-04   755918.7       163978.0    
  88772.30       1951.923       4072.058       4.896385       2.008123       6309779.      0.3475528E-04   757314.8       164208.1    
  89123.17       1951.923       4074.134       4.899408       2.009020       6314120.      0.3465220E-04   758711.5       164438.6    
  89474.05       1951.923       4076.291       4.902379       2.009891       6318475.      0.3454927E-04   760110.1       164668.4    
  89824.92       1951.923       4078.430       4.905351       2.010766       6322822.      0.3444683E-04   761506.5       164898.2    
  90175.79       1951.923       4080.470       4.908363       2.011665       6327145.      0.3434507E-04   762896.7       165128.3    
  90526.67       1951.923       4082.538       4.911348       2.012554       6331469.      0.3424362E-04   764285.4       165358.0    
  90877.54       1951.923       4084.626       4.914317       2.013435       6335794.      0.3414252E-04   765674.8       165587.4    
  91228.42       1951.923       4086.752       4.917265       2.014303       6340124.      0.3404176E-04   767067.3       165816.6    
  91579.29       1951.923       4088.853       4.920220       2.015177       6344445.      0.3394148E-04   768458.0       166045.9    
  91930.17       1951.923       4090.965       4.923164       2.016047       6348764.      0.3384159E-04   769849.5       166275.0    
  92281.04       1951.923       4093.102       4.926094       2.016909       6353086.      0.3374207E-04   771243.2       166504.1    
  92631.92       1951.923       4095.084       4.929084       2.017810       6357371.      0.3364332E-04   772624.8       166733.6    
  92982.79       1951.923       4097.137       4.932063       2.018693       6361669.      0.3354495E-04   774021.0       166963.3    
  93333.67       1951.923       4099.202       4.935028       2.019571       6365966.      0.3344692E-04   775416.5       167192.8    
  93684.54       1951.923       4101.265       4.937989       2.020448       6370259.      0.3334931E-04   776811.9       167422.3    
  94035.42       1951.923       4103.329       4.940932       2.021322       6374549.      0.3325203E-04   778202.9       167651.4    
  94386.29       1951.923       4105.385       4.943886       2.022197       6378833.      0.3315524E-04   779597.8       167880.7    
  94737.17       1951.923       4107.442       4.946835       2.023071       6383115.      0.3305884E-04   780992.7       168110.1    
  95088.04       1951.923       4109.470       4.949793       2.023950       6387386.      0.3296290E-04   782386.3       168339.3    
  95438.91       1951.923       4111.510       4.952742       2.024825       6391657.      0.3286734E-04   783781.4       168568.5    
  95789.79       1951.923       4113.548       4.955688       2.025700       6395924.      0.3277217E-04   785176.2       168797.7    
  96140.66       1951.923       4115.583       4.958629       2.026572       6400187.      0.3267739E-04   786570.6       169026.8    
  96491.54       1951.923       4117.614       4.961568       2.027445       6404446.      0.3258300E-04   787965.0       169255.9    
  96842.41       1951.923       4119.642       4.964503       2.028317       6408701.      0.3248901E-04   789359.2       169484.9    
  97193.29       1951.923       4121.667       4.967435       2.029188       6412951.      0.3239540E-04   790753.2       169713.8    
  97544.16       1951.923       4123.688       4.970364       2.030058       6417197.      0.3230217E-04   792147.0       169942.7    
  97895.04       1951.923       4125.705       4.973290       2.030927       6421439.      0.3220932E-04   793540.6       170171.5    
  98245.91       1951.923       4127.721       4.976211       2.031795       6425678.      0.3211685E-04   794933.9       170400.2    
  98596.79       1951.923       4129.733       4.979130       2.032663       6429912.      0.3202476E-04   796327.2       170629.0    
  98947.66       1951.923       4131.743       4.982044       2.033530       6434142.      0.3193304E-04   797720.0       170857.6    
  99298.54       1951.923       4133.750       4.984955       2.034396       6438368.      0.3184169E-04   799112.7       171086.2    
  99649.41       1951.923       4135.754       4.987862       2.035261       6442591.      0.3175070E-04   800505.1       171314.8    
  100000.3       1951.923       4137.554       4.990730       2.036161       6446764.      0.3165988E-04   801834.9       171541.0    
  100351.2       1951.923       4139.748       4.993671       2.036989       6451022.      0.3156984E-04   803289.9       171771.5    
  100702.0       1951.923       4141.742       4.996569       2.037852       6455232.      0.3147995E-04   804681.8       171999.9    
  101052.9       1951.923       4143.880       4.999113       2.038630       6459464.      0.3138837E-04   805975.4       172220.2    
  101403.8       1951.923       4145.868       5.002004       2.039491       6463666.      0.3129920E-04   807366.8       172448.4    
  101754.7       1951.923       4147.599       5.005045       2.040428       6467812.      0.3121128E-04   808754.5       172678.9    
  102105.5       1951.923       4149.505       5.007930       2.041303       6471991.      0.3112281E-04   810127.4       172906.5    
  102456.4       1951.923       4151.466       5.010807       2.042165       6476177.      0.3103466E-04   811512.1       173134.3    
  102807.3       1951.923       4153.783       5.013325       2.042897       6480433.      0.3094478E-04   812847.8       173355.2    
  103158.2       1951.923       4155.916       5.016037       2.043697       6484648.      0.3085639E-04   814214.3       173580.0    
  103509.0       1951.923       4157.868       5.019122       2.044589       6488826.      0.3077056E-04   815681.9       173813.2    
  103859.9       1951.923       4159.994       5.021828       2.045387       6493033.      0.3068286E-04   817048.0       174037.9    
  104210.8       1951.923       4161.902       5.024570       2.046236       6497193.      0.3059574E-04   818376.8       174262.2    
  104561.7       1951.923       4163.817       5.027437       2.047100       6501350.      0.3050971E-04   819757.0       174489.7    
  104912.5       1951.923       4165.769       5.030285       2.047953       6505513.      0.3042392E-04   821140.4       174717.0    
  105263.4       1951.923       4167.731       5.033118       2.048801       6509674.      0.3033838E-04   822522.4       174944.0    
  105614.3       1951.923       4169.707       5.035953       2.049645       6513835.      0.3025322E-04   823910.4       175171.2    
  105965.2       1951.923       4171.695       5.038748       2.050480       6517995.      0.3016816E-04   825287.3       175397.5    
  106316.0       1951.923       4173.711       5.041557       2.051311       6522159.      0.3008354E-04   826678.4       175624.6    
  106666.9       1951.923       4175.651       5.044379       2.052158       6526303.      0.2999934E-04   828057.8       175851.4    
  107017.8       1951.923       4177.532       5.047236       2.053021       6530431.      0.2991567E-04   829437.5       176078.6    
  107368.7       1951.923       4179.453       5.050061       2.053871       6534565.      0.2983217E-04   830816.8       176305.5    
  107719.5       1951.923       4181.419       5.052855       2.054706       6538705.      0.2974881E-04   832196.6       176531.8    
  108070.4       1951.923       4183.319       5.055693       2.055560       6542828.      0.2966606E-04   833579.4       176758.9    
  108421.3       1951.923       4185.381       5.058446       2.056368       6546981.      0.2958314E-04   834969.9       176985.0    
  108772.2       1951.923       4187.314       5.061256       2.057209       6551105.      0.2950089E-04   836352.9       177211.7    
  109123.0       1951.923       4189.245       5.064057       2.058049       6555225.      0.2941891E-04   837733.8       177438.2    
  109473.9       1951.923       4191.064       5.066900       2.058917       6559318.      0.2933750E-04   839105.0       177665.0    
  109824.8       1951.923       4193.013       5.069686       2.059749       6563436.      0.2925609E-04   840487.7       177891.3    
  110175.7       1951.923       4194.959       5.072469       2.060580       6567549.      0.2917499E-04   841870.2       178117.6    
  110526.5       1951.923       4196.899       5.075250       2.061412       6571659.      0.2909420E-04   843252.2       178343.8    
  110877.4       1951.923       4198.894       5.078008       2.062228       6575777.      0.2901360E-04   844640.5       178570.0    
  111228.3       1951.923       4200.798       5.080793       2.063066       6579872.      0.2893347E-04   846018.2       178796.1    
  111579.2       1951.923       4202.583       5.083624       2.063934       6583940.      0.2885392E-04   847386.6       179022.6    
  111930.0       1951.923       4204.515       5.086392       2.064762       6588036.      0.2877432E-04   848768.3       179248.6    
  112280.9       1951.923       4206.446       5.089157       2.065589       6592128.      0.2869502E-04   850149.8       179474.6    
  112631.8       1951.923       4208.376       5.091918       2.066414       6596217.      0.2861600E-04   851531.5       179700.5    
  112982.6       1951.923       4210.288       5.094695       2.067245       6600298.      0.2853740E-04   852916.3       179926.7    
  113333.5       1951.923       4212.210       5.097451       2.068070       6604379.      0.2845897E-04   854297.4       180152.5    
  113684.4       1951.923       4214.130       5.100204       2.068894       6608457.      0.2838084E-04   855678.3       180378.3    
  114035.3       1951.923       4215.997       5.102975       2.069730       6612520.      0.2830312E-04   857055.0       180604.2    
  114386.1       1951.923       4217.899       5.105731       2.070557       6616588.      0.2822561E-04   858436.0       180830.0    
  114737.0       1951.923       4219.831       5.108470       2.071374       6620659.      0.2814830E-04   859819.5       181055.6    
  115087.9       1951.923       4221.722       5.111223       2.072200       6624718.      0.2807138E-04   861199.5       181281.4    
  115438.8       1951.923       4223.483       5.114019       2.073059       6628748.      0.2799499E-04   862566.0       181507.3    
  115789.6       1951.923       4225.406       5.116746       2.073873       6632808.      0.2791851E-04   863947.3       181732.7    
  116140.5       1951.923       4227.291       5.119486       2.074697       6636857.      0.2784239E-04   865325.7       181958.1    
  116491.4       1951.923       4229.129       5.122241       2.075531       6640893.      0.2776666E-04   866699.7       182183.7    
  116842.3       1951.923       4231.050       5.124960       2.076343       6644944.      0.2769101E-04   868082.2       182409.0    
  117193.1       1951.923       4232.969       5.127676       2.077153       6648991.      0.2761563E-04   869464.7       182634.2    
  117544.0       1951.923       4234.793       5.130432       2.077988       6653016.      0.2754077E-04   870840.6       182859.8    
  117894.9       1951.923       4236.658       5.133177       2.078812       6657045.      0.2746614E-04   872224.3       183085.5    
  118245.8       1951.923       4238.674       5.135556       2.079552       6661119.      0.2738958E-04   873501.1       183303.0    
  118596.6       1951.923       4240.556       5.138238       2.080361       6665148.      0.2731514E-04   874867.2       183527.1    
  118947.5       1951.923       4242.423       5.140944       2.081177       6669171.      0.2724112E-04   876240.5       183751.9    
  119298.4       1951.923       4244.273       5.143682       2.082000       6673186.      0.2716758E-04   877623.5       183977.5    
  119649.3       1951.923       4246.120       5.146416       2.082822       6677197.      0.2709429E-04   879006.3       184203.0    
  120000.1       1951.923       4247.964       5.149148       2.083644       6681204.      0.2702127E-04   880389.1       184428.5    
  120351.0       1951.923       4249.807       5.151877       2.084465       6685209.      0.2694851E-04   881771.7       184653.9    
  120701.9       1951.923       4251.646       5.154604       2.085286       6689209.      0.2687601E-04   883154.2       184879.3    
  121052.8       1951.923       4253.513       5.157264       2.086089       6693216.      0.2680337E-04   884518.5       185103.0    
  121403.6       1951.923       4255.347       5.159985       2.086908       6697209.      0.2673138E-04   885900.7       185328.3    
  121754.5       1951.923       4257.180       5.162703       2.087727       6701200.      0.2665964E-04   887282.9       185553.5    
  122105.4       1951.923       4259.010       5.165419       2.088544       6705187.      0.2658816E-04   888664.9       185778.7    
  122456.3       1951.923       4260.897       5.167998       2.089329       6709190.      0.2651612E-04   890008.2       186000.7    
  122807.1       1951.923       4262.722       5.170708       2.090145       6713170.      0.2644514E-04   891390.0       186225.8    
  123158.0       1951.923       4264.545       5.173416       2.090960       6717147.      0.2637441E-04   892771.7       186450.8    
  123508.9       1951.923       4266.366       5.176121       2.091775       6721121.      0.2630392E-04   894153.3       186675.9    
  123859.8       1951.923       4268.184       5.178823       2.092590       6725091.      0.2623368E-04   895534.7       186900.8    
  124210.6       1951.923       4269.999       5.181523       2.093403       6729058.      0.2616369E-04   896916.1       187125.8    
  124561.5       1951.923       4271.813       5.184220       2.094216       6733021.      0.2609394E-04   898297.3       187350.7    
  124912.4       1951.923       4273.667       5.186818       2.095004       6736996.      0.2602384E-04   899650.9       187573.1    
  125263.3       1951.923       4275.476       5.189510       2.095816       6740953.      0.2595457E-04   901031.9       187797.9    
  125614.1       1951.923       4277.282       5.192200       2.096627       6744906.      0.2588554E-04   902412.8       188022.7    
  125965.0       1951.923       4279.086       5.194886       2.097437       6748856.      0.2581675E-04   903793.7       188247.4    
  126315.9       1951.923       4280.888       5.197570       2.098247       6752803.      0.2574820E-04   905174.4       188472.1    
  126666.8       1951.923       4282.687       5.200252       2.099056       6756746.      0.2567988E-04   906555.1       188696.7    
  127017.6       1951.923       4284.484       5.202931       2.099864       6760686.      0.2561179E-04   907935.7       188921.3    
  127368.5       1951.923       4286.285       5.205601       2.100681       6764625.      0.2554385E-04   909312.4       189147.8    
  127719.4       1951.923       4288.078       5.208275       2.101488       6768558.      0.2547624E-04   910692.8       189372.3    
  128070.3       1951.923       4289.868       5.210946       2.102295       6772489.      0.2540885E-04   912073.1       189596.8    
  128421.1       1951.923       4291.655       5.213615       2.103100       6776415.      0.2534169E-04   913453.3       189821.2    
  128772.0       1951.923       4293.441       5.216281       2.103905       6780339.      0.2527476E-04   914833.5       190045.6    
  129122.9       1951.923       4295.224       5.218945       2.104710       6784259.      0.2520805E-04   916213.5       190270.0    
  129473.8       1951.923       4297.045       5.221519       2.105491       6788191.      0.2514104E-04   917568.1       190492.1    
  129824.6       1951.923       4298.824       5.224178       2.106294       6792105.      0.2507479E-04   918948.0       190716.3    
  130175.5       1951.923       4300.600       5.226834       2.107097       6796016.      0.2500876E-04   920327.8       190940.5    
  130526.4       1951.923       4302.375       5.229488       2.107899       6799923.      0.2494295E-04   921707.5       191164.7    
  130877.3       1951.923       4304.147       5.232139       2.108700       6803827.      0.2487736E-04   923087.2       191388.9    
  131228.1       1951.923       4305.916       5.234788       2.109501       6807728.      0.2481200E-04   924466.8       191613.0    
  131579.0       1951.923       4307.684       5.237435       2.110301       6811626.      0.2474685E-04   925846.3       191837.0    
  131929.9       1951.923       4309.496       5.239978       2.111075       6815538.      0.2468130E-04   927195.9       192058.6    
  132280.8       1951.923       4311.259       5.242619       2.111873       6819429.      0.2461659E-04   928575.2       192282.5    
  132631.6       1951.923       4313.020       5.245259       2.112671       6823318.      0.2455209E-04   929954.5       192506.5    
  132982.5       1951.923       4314.778       5.247896       2.113469       6827202.      0.2448781E-04   931333.7       192730.4    
  133333.4       1951.923       4316.535       5.250530       2.114266       6831084.      0.2442374E-04   932712.9       192954.3    
  133684.3       1951.923       4318.289       5.253162       2.115062       6834963.      0.2435988E-04   934092.0       193178.1    
  134035.1       1951.923       4320.041       5.255792       2.115857       6838838.      0.2429623E-04   935471.1       193401.9    
  134386.0       1951.923       4321.837       5.258320       2.116627       6842729.      0.2423219E-04   936820.8       193623.1    
  134736.9       1951.923       4323.585       5.260945       2.117422       6846598.      0.2416896E-04   938199.7       193846.8    
  135087.8       1951.923       4325.331       5.263568       2.118215       6850464.      0.2410594E-04   939578.6       194070.5    
  135438.6       1951.923       4327.075       5.266188       2.119008       6854327.      0.2404312E-04   940957.4       194294.1    
  135789.5       1951.923       4328.816       5.268806       2.119801       6858187.      0.2398052E-04   942336.2       194517.7    
  136140.4       1951.923       4330.556       5.271422       2.120592       6862044.      0.2391811E-04   943714.9       194741.3    
  136491.3       1951.923       4332.293       5.274035       2.121384       6865897.      0.2385591E-04   945093.6       194964.8    
  136842.1       1951.923       4334.061       5.276576       2.122156       6869761.      0.2379348E-04   946451.6       195186.5    
  137193.0       1951.923       4335.794       5.279185       2.122946       6873609.      0.2373169E-04   947830.2       195409.9    
  137543.9       1951.923       4337.525       5.281792       2.123736       6877453.      0.2367009E-04   949208.8       195633.3    
  137894.8       1951.923       4339.253       5.284396       2.124524       6881294.      0.2360870E-04   950587.3       195856.7    
  138245.6       1951.923       4340.980       5.286998       2.125312       6885132.      0.2354750E-04   951965.8       196080.0    
  138596.5       1951.923       4342.705       5.289598       2.126100       6888968.      0.2348650E-04   953344.3       196303.3    
  138947.4       1951.923       4344.427       5.292195       2.126887       6892800.      0.2342570E-04   954722.7       196526.6    
  139298.3       1951.923       4346.191       5.294696       2.127650       6896647.      0.2336452E-04   956073.2       196747.4    
  139649.1       1951.923       4347.910       5.297290       2.128435       6900473.      0.2330411E-04   957451.5       196970.6    
  140000.0       1951.923       4349.626       5.299880       2.129220       6904296.      0.2324389E-04   958829.9       197193.8    
  1.000000       1961.037       3230.283       3.295526       1.242693       4982130.      0.9728351E-04   284311.4       49884.81    
  351.8747       1961.037       3234.574       3.304362       1.244462       4987922.      0.9663617E-04   286385.7       50093.37    
  702.7494       1961.037       3239.454       3.308324       1.247186       4995352.      0.9604662E-04   287373.3       50388.85    
  1053.624       1961.037       3242.536       3.299940       1.244311       4999738.      0.9588896E-04   286159.9       50204.54    
  1404.499       1961.037       3247.076       3.306407       1.246537       5006351.      0.9528164E-04   287707.9       50454.80    
  1755.373       1961.037       3251.592       3.312837       1.248751       5012955.      0.9468235E-04   289252.4       50704.60    
  2106.248       1961.037       3256.086       3.319225       1.250956       5019554.      0.9409099E-04   290792.5       50954.19    
  2457.123       1961.037       3260.558       3.325578       1.253150       5026144.      0.9350724E-04   292329.4       51203.31    
  2807.997       1961.037       3265.007       3.331899       1.255331       5032725.      0.9293085E-04   293863.9       51451.84    
  3158.872       1961.037       3269.434       3.338184       1.257502       5039297.      0.9236173E-04   295395.2       51699.95    
  3509.747       1961.037       3279.507       3.355950       1.287211       5051638.      0.9168766E-04   296899.8       54338.50    
  3860.622       1961.037       3284.669       3.365831       1.294265       5058174.      0.9112368E-04   298751.2       55022.22    
  4211.496       1961.037       3289.080       3.371624       1.296339       5064854.      0.9057953E-04   300200.5       55272.85    
  4562.371       1961.037       3293.443       3.377753       1.298440       5071418.      0.9003922E-04   301721.7       55525.70    
  4913.246       1961.037       3297.874       3.376245       1.297240       5079870.      0.8956376E-04   301928.7       55497.68    
  5264.120       1961.037       3302.233       3.382759       1.299607       5086377.      0.8903372E-04   303511.1       55774.01    
  5614.995       1961.037       3306.510       3.388185       1.301285       5093022.      0.8851430E-04   304926.6       55990.57    
  5965.870       1961.037       3310.804       3.394211       1.303359       5099571.      0.8799832E-04   306437.3       56242.14    
  6316.744       1961.037       3315.079       3.400207       1.305424       5106111.      0.8748829E-04   307945.4       56493.34    
  6667.619       1961.037       3319.350       3.406461       1.307665       5112600.      0.8698301E-04   309495.9       56760.45    
  7018.494       1961.037       3323.599       3.412842       1.309998       5119043.      0.8648368E-04   311067.8       57036.07    
  7369.368       1961.037       3327.823       3.418870       1.312112       5125537.      0.8599044E-04   312587.4       57293.08    
  7720.243       1961.037       3332.021       3.424747       1.314140       5132040.      0.8550313E-04   314085.4       57542.76    
  8071.118       1961.037       3336.201       3.430603       1.316162       5138533.      0.8502120E-04   315582.0       57792.47    
  8421.992       1961.037       3340.363       3.436427       1.318174       5145018.      0.8454455E-04   317075.7       58041.61    
  8772.867       1961.037       3344.507       3.442225       1.320178       5151493.      0.8407307E-04   318567.2       58290.42    
  9123.742       1961.037       3348.633       3.447994       1.322172       5157960.      0.8360668E-04   320056.1       58538.77    
  9474.617       1961.037       3352.742       3.453737       1.324158       5164418.      0.8314527E-04   321542.8       58786.80    
  9825.491       1961.037       3356.838       3.459590       1.326221       5170841.      0.8268824E-04   323049.2       59042.17    
  10176.37       1961.037       3360.918       3.465424       1.328281       5177253.      0.8223601E-04   324554.6       59297.66    
  10527.24       1961.037       3365.020       3.472044       1.330862       5183524.      0.8178662E-04   326188.1       59601.00    
  10878.12       1961.037       3369.077       3.478100       1.333084       5189870.      0.8134324E-04   327733.7       59872.27    
  11228.99       1961.037       3373.115       3.484090       1.335270       5196212.      0.8090456E-04   329270.7       60140.82    
  11579.86       1961.037       3377.126       3.489821       1.337296       5202583.      0.8047090E-04   330768.2       60395.20    
  11930.74       1961.037       3381.125       3.495704       1.339426       5208909.      0.8004111E-04   332292.3       60659.47    
  12281.61       1961.037       3385.129       3.502325       1.342031       5215067.      0.7961336E-04   333939.0       60967.80    
  12632.49       1961.037       3389.059       3.506471       1.343088       5221747.      0.7919805E-04   335183.3       61134.70    
  12983.36       1961.037       3393.006       3.511925       1.344974       5228130.      0.7878243E-04   336643.1       61377.91    
  13334.24       1961.037       3396.937       3.517357       1.346853       5234505.      0.7837090E-04   338101.2       61620.86    
  13685.11       1961.037       3400.862       3.523200       1.348997       5240774.      0.7796207E-04   339628.7       61888.65    
  14035.99       1961.037       3404.783       3.529699       1.351562       5246876.      0.7755523E-04   341266.6       62195.83    
  14386.86       1961.037       3408.640       3.537247       1.354719       5252577.      0.7714503E-04   343083.0       62557.48    
  14737.74       1961.037       3412.528       3.540104       1.355071       5259617.      0.7676043E-04   344120.8       62661.43    
  15088.61       1961.037       3416.382       3.545232       1.356793       5265994.      0.7636905E-04   345538.1       62891.78    
  15439.49       1961.037       3420.209       3.550511       1.358599       5272289.      0.7597989E-04   346982.6       63129.95    
  15790.36       1961.037       3424.027       3.555078       1.359978       5278771.      0.7559709E-04   348309.9       63328.78    
  16141.24       1961.037       3427.832       3.559627       1.361352       5285248.      0.7521778E-04   349635.7       63527.32    
  16492.11       1961.037       3431.643       3.566882       1.364426       5291025.      0.7483427E-04   351415.2       63885.47    
  16842.98       1961.037       3435.493       3.580229       1.371345       5295274.      0.7443908E-04   354219.7       64607.41    
  17193.86       1961.037       3439.252       3.585460       1.373164       5301513.      0.7406862E-04   355667.4       64849.84    
  17544.73       1961.037       3442.996       3.590672       1.374978       5307743.      0.7370154E-04   357113.7       65092.04    
  17895.61       1961.037       3446.733       3.595750       1.376720       5314004.      0.7333821E-04   358538.6       65327.89    
  18246.48       1961.037       3450.452       3.600924       1.378521       5320217.      0.7297770E-04   359982.0       65569.63    
  18597.36       1961.037       3454.157       3.606081       1.380317       5326421.      0.7262041E-04   361424.0       65811.16    
  18948.23       1961.037       3461.070       3.634017       1.400090       5331756.      0.7229291E-04   366610.6       67845.66    
  19299.11       1961.037       3464.908       3.640041       1.402631       5337947.      0.7194704E-04   368206.7       68167.68    
  19649.98       1961.037       3468.560       3.645107       1.404381       5344094.      0.7159927E-04   369647.5       68409.89    
  20000.86       1961.037       3472.193       3.650222       1.406166       5350207.      0.7125435E-04   371098.1       68655.82    
  20351.73       1961.037       3475.815       3.655280       1.407921       5356324.      0.7091262E-04   372540.9       68899.01    
  20702.61       1961.037       3479.397       3.660702       1.409873       5362292.      0.7057296E-04   374049.7       69161.44    
  21053.48       1961.037       3483.025       3.665282       1.411372       5368558.      0.7023821E-04   375411.9       69380.85    
  21404.36       1961.037       3487.205       3.675727       1.417222       5374157.      0.6991099E-04   377767.0       70041.15    
  21755.23       1961.037       3490.185       3.675207       1.414794       5380760.      0.6957542E-04   378276.4       69860.98    
  22106.11       1961.037       3493.884       3.680616       1.416945       5386945.      0.6925061E-04   379783.6       70147.90    
  22456.98       1961.037       3497.492       3.685736       1.418829       5393063.      0.6892694E-04   381245.9       70407.17    
  22807.85       1961.037       3500.869       3.686870       1.417951       5399916.      0.6860663E-04   382022.9       70387.95    
  23158.73       1961.037       3508.495       3.729384       1.447915       5402209.      0.6831569E-04   389900.2       73554.13    
