|6.6.6
CM_hydrous_differentiated_Ganymede_Core80Fe20S_1.tab                                                
           2
T(K)    
   273.150000000000     
   5.53477564102564     
         313
P(bar)  
   1.00000000000000     
   277.240384615385     
         313
           9
T(K)           P(bar)         rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  500.076        65707.0        3403.51        0.00000        0.00000       0.363750E+007  0.229382E-004            NaN            NaN
  505.611        65707.0        3402.98        7.16874        3.44375       0.365070E+007  0.230058E-004  0.121072E+007   403574.     
  511.145        65707.0        3402.45        7.16791        3.44335       0.366359E+007  0.230723E-004  0.121025E+007   403417.     
  516.680        65707.0        3401.15        7.16417        3.44155       0.367524E+007  0.231397E-004  0.120853E+007   402843.     
  522.215        65707.0        3399.91        7.16055        3.43982       0.368669E+007  0.232041E-004  0.120686E+007   402288.     
  527.750        65707.0        3399.99        7.16197        3.44050       0.369962E+007  0.232600E-004  0.120737E+007   402458.     
  533.284        65707.0        3398.87        7.15886        3.43900       0.371073E+007  0.233214E-004  0.120593E+007   401976.     
  538.819        65707.0        3398.35        7.15805        3.43862       0.372235E+007  0.233811E-004  0.120547E+007   401824.     
  544.354        65707.0        3396.97        7.15360        3.43648       0.373279E+007  0.234263E-004  0.120349E+007   401162.     
  549.889        65707.0        3396.17        7.15169        3.43556       0.374357E+007  0.234849E-004  0.120256E+007   400853.     
  555.424        65707.0        3395.61        7.15072        3.43510       0.375445E+007  0.235413E-004  0.120203E+007   400677.     
  560.958        65707.0        3394.88        7.14912        3.43432       0.376489E+007  0.235979E-004  0.120124E+007   400412.     
  566.493        65707.0        3394.36        7.14855        3.43405       0.377528E+007  0.236632E-004  0.120086E+007   400288.     
  572.028        65707.0        3393.66        7.14681        3.43322       0.378545E+007  0.237077E-004  0.120003E+007   400009.     
  577.563        65707.0        3392.97        7.14537        3.43252       0.379533E+007  0.237617E-004  0.119930E+007   399768.     
  583.097        65707.0        3391.96        7.14267        3.43123       0.380459E+007  0.238161E-004  0.119804E+007   399346.     
  588.632        65707.0        3391.25        7.14115        3.43050       0.381406E+007  0.238685E-004  0.119728E+007   399093.     
  594.167        65707.0        3390.84        7.14074        3.43030       0.382375E+007  0.239178E-004  0.119700E+007   398999.     
  599.702        65707.0        3389.61        7.13715        3.42857       0.383222E+007  0.239676E-004  0.119536E+007   398453.     
  605.237        65707.0        3389.19        7.13671        3.42836       0.384152E+007  0.240173E-004  0.119506E+007   398354.     
  610.771        65707.0        3634.68        7.91723        3.80331       0.385881E+007  0.277821E-004  0.157729E+007   525763.     
  616.306        65707.0        3634.11        7.91566        3.80256       0.386858E+007  0.278352E-004  0.157642E+007   525474.     
  621.841        65707.0        3633.55        7.91428        3.80189       0.387810E+007  0.278874E-004  0.157562E+007   525207.     
  627.376        65707.0        3632.98        7.91273        3.80115       0.388752E+007  0.279393E-004  0.157476E+007   524921.     
  632.910        65707.0        3632.42        7.91106        3.80035       0.389681E+007  0.279908E-004  0.157385E+007   524618.     
  638.445        65707.0        3631.85        7.90956        3.79963       0.390588E+007  0.280415E-004  0.157301E+007   524337.     
  643.980        65707.0        3631.28        7.90805        3.79891       0.391479E+007  0.280918E-004  0.157216E+007   524055.     
  649.515        65707.0        3630.71        7.90640        3.79811       0.392359E+007  0.281417E-004  0.157126E+007   523755.     
  655.050        65707.0        3630.14        7.90496        3.79742       0.393217E+007  0.281910E-004  0.157044E+007   523481.     
  660.584        65707.0        3629.57        7.90342        3.79668       0.394063E+007  0.282399E-004  0.156958E+007   523195.     
  666.119        65707.0        3629.00        7.90188        3.79594       0.394895E+007  0.282883E-004  0.156872E+007   522908.     
  671.654        65707.0        3628.42        7.90048        3.79527       0.395706E+007  0.283362E-004  0.156792E+007   522641.     
  677.189        65707.0        3627.85        7.89889        3.79450       0.396512E+007  0.283839E-004  0.156704E+007   522347.     
  682.723        65707.0        3627.28        7.89735        3.79376       0.397301E+007  0.284312E-004  0.156618E+007   522061.     
  688.258        65707.0        3626.70        7.89563        3.79294       0.398085E+007  0.284782E-004  0.156525E+007   521751.     
  693.793        65707.0        3626.13        7.89408        3.79219       0.398848E+007  0.285248E-004  0.156439E+007   521463.     
  699.328        65707.0        3625.55        7.89230        3.79134       0.399608E+007  0.285712E-004  0.156344E+007   521146.     
  704.862        65707.0        3679.58        7.59487        3.64846       0.401130E+007  0.269958E-004  0.146939E+007   489797.     
  710.397        65707.0        3679.02        7.59293        3.64752       0.402021E+007  0.270362E-004  0.146842E+007   489473.     
  715.932        65707.0        3678.47        7.59093        3.64657       0.402912E+007  0.270764E-004  0.146743E+007   489143.     
  721.467        65707.0        3677.92        7.58895        3.64561       0.403801E+007  0.271163E-004  0.146644E+007   488813.     
  727.002        65707.0        3677.36        7.58711        3.64473       0.404684E+007  0.271558E-004  0.146551E+007   488502.     
  732.536        65707.0        3676.80        7.58513        3.64378       0.405574E+007  0.271952E-004  0.146452E+007   488174.     
  738.071        65707.0        3676.25        7.58309        3.64280       0.406471E+007  0.272343E-004  0.146351E+007   487837.     
  743.606        65707.0        3675.69        7.58120        3.64189       0.407366E+007  0.272731E-004  0.146256E+007   487521.     
  749.141        65707.0        3675.13        7.57917        3.64092       0.408277E+007  0.273118E-004  0.146156E+007   487185.     
  754.675        65707.0        3674.58        7.57691        3.63983       0.409208E+007  0.273504E-004  0.146046E+007   486821.     
  760.210        65707.0        3674.02        7.57471        3.63877       0.410151E+007  0.273888E-004  0.145940E+007   486465.     
  765.745        65707.0        3673.46        7.57298        3.63794       0.411092E+007  0.274265E-004  0.145851E+007   486169.     
  771.280        65707.0        3672.90        7.57088        3.63693       0.412073E+007  0.274643E-004  0.145747E+007   485825.     
  776.815        65707.0        3672.34        7.56877        3.63592       0.413086E+007  0.275020E-004  0.145644E+007   485479.     
  782.349        65707.0        3671.77        7.56663        3.63489       0.414138E+007  0.275394E-004  0.145539E+007   485131.     
  787.884        65707.0        3671.21        7.56448        3.63386       0.415241E+007  0.275767E-004  0.145434E+007   484781.     
  793.419        65707.0        3670.65        7.56230        3.63281       0.416410E+007  0.276138E-004  0.145328E+007   484428.     
  798.954        65707.0        3670.09        7.56010        3.63175       0.417665E+007  0.276507E-004  0.145221E+007   484071.     
  804.488        65707.0        3669.54        7.55727        3.63040       0.419064E+007  0.276879E-004  0.145091E+007   483637.     
  810.023        65707.0        3668.96        7.55552        3.62955       0.420568E+007  0.277242E-004  0.145001E+007   483336.     
  815.558        65707.0        3668.40        7.55312        3.62840       0.422327E+007  0.277607E-004  0.144887E+007   482955.     
  821.093        65707.0        3667.83        7.55064        3.62721       0.424428E+007  0.277970E-004  0.144769E+007   482564.     
  826.628        65707.0        3667.27        7.54811        3.62600       0.427083E+007  0.278332E-004  0.144650E+007   482166.     
  832.162        65707.0        3666.70        7.54536        3.62467       0.430752E+007  0.278693E-004  0.144522E+007   481741.     
  837.697        65707.0        3666.13        7.54227        3.62319       0.436663E+007  0.279053E-004  0.144382E+007   481272.     
  843.232        65707.0        3665.57        7.53836        3.62131       0.450209E+007  0.279411E-004  0.144210E+007   480699.     
  848.767        65707.0        3665.00        7.54653        3.62523       0.410436E+007  0.279769E-004  0.144500E+007   481666.     
  854.301        65707.0        3664.43        7.54447        3.62425       0.410919E+007  0.280124E-004  0.144399E+007   481330.     
  859.836        65707.0        3663.86        7.54242        3.62326       0.411394E+007  0.280479E-004  0.144298E+007   480993.     
  865.371        65707.0        3663.29        7.54032        3.62225       0.411864E+007  0.280833E-004  0.144195E+007   480650.     
  870.906        65707.0        3662.73        7.53825        3.62126       0.412326E+007  0.281186E-004  0.144093E+007   480311.     
  876.441        65707.0        3662.16        7.53617        3.62026       0.412782E+007  0.281538E-004  0.143992E+007   479972.     
  881.975        65707.0        3661.58        7.53411        3.61927       0.413230E+007  0.281889E-004  0.143890E+007   479635.     
  887.510        65707.0        3661.01        7.53204        3.61828       0.413671E+007  0.282239E-004  0.143789E+007   479297.     
  893.045        65707.0        3660.44        7.52997        3.61728       0.414107E+007  0.282588E-004  0.143688E+007   478959.     
  898.580        65707.0        3659.87        7.52787        3.61627       0.414537E+007  0.282936E-004  0.143585E+007   478617.     
  904.114        65707.0        3659.30        7.52577        3.61526       0.414961E+007  0.283283E-004  0.143483E+007   478275.     
  909.649        65707.0        3658.73        7.52356        3.61420       0.415384E+007  0.283629E-004  0.143376E+007   477921.     
  915.184        65707.0        3658.15        7.52159        3.61326       0.415790E+007  0.283975E-004  0.143278E+007   477595.     
  920.719        65707.0        3657.59        7.51934        3.61218       0.416203E+007  0.284321E-004  0.143170E+007   477235.     
  926.254        65707.0        3657.01        7.51734        3.61121       0.416599E+007  0.284665E-004  0.143072E+007   476905.     
  931.788        65707.0        3645.52        7.44550        3.57670       0.415755E+007  0.289132E-004  0.139909E+007   466364.     
  937.323        65707.0        3638.88        7.40478        3.55714       0.415459E+007  0.291775E-004  0.138131E+007   460437.     
  942.858        65707.0        3638.30        7.40262        3.55610       0.415839E+007  0.292126E-004  0.138028E+007   460094.     
  948.393        65707.0        3637.72        7.40045        3.55506       0.416214E+007  0.292476E-004  0.137925E+007   459752.     
  953.927        65707.0        3637.14        7.39828        3.55402       0.416583E+007  0.292826E-004  0.137823E+007   459409.     
  959.462        65707.0        3636.54        7.39634        3.55309       0.416937E+007  0.293178E-004  0.137727E+007   459092.     
  964.997        65707.0        3635.96        7.39420        3.55206       0.417293E+007  0.293526E-004  0.137626E+007   458753.     
  970.532        65707.0        3635.38        7.39195        3.55098       0.417650E+007  0.293874E-004  0.137521E+007   458402.     
  976.067        65707.0        3634.80        7.38976        3.54993       0.417999E+007  0.294222E-004  0.137417E+007   458057.     
  981.601        65707.0        3634.20        7.38763        3.54890       0.418341E+007  0.294573E-004  0.137315E+007   457716.     
  987.136        65707.0        3633.62        7.38544        3.54785       0.418679E+007  0.294919E-004  0.137212E+007   457373.     
  992.671        65707.0        3633.04        7.38326        3.54680       0.419013E+007  0.295265E-004  0.137109E+007   457030.     
  998.206        65707.0        3632.46        7.38107        3.54575       0.419342E+007  0.295611E-004  0.137006E+007   456686.     
  1003.74        65707.0        3631.87        7.37889        3.54471       0.419666E+007  0.295958E-004  0.136903E+007   456343.     
  1009.28        65707.0        3631.29        7.37671        3.54366       0.419986E+007  0.296304E-004  0.136800E+007   455999.     
  1014.81        65707.0        3630.71        7.37452        3.54260       0.420301E+007  0.296648E-004  0.136697E+007   455655.     
  1020.34        65707.0        3630.13        7.37232        3.54155       0.420611E+007  0.296993E-004  0.136593E+007   455311.     
  1025.88        65707.0        3629.55        7.37013        3.54050       0.420917E+007  0.297337E-004  0.136490E+007   454967.     
  1031.41        65707.0        3628.98        7.36791        3.53943       0.421219E+007  0.297678E-004  0.136387E+007   454623.     
  1036.95        65707.0        3628.69        7.36570        3.53837       0.421506E+007  0.297949E-004  0.136294E+007   454313.     
  1042.48        65707.0        3628.22        7.36359        3.53735       0.421790E+007  0.298264E-004  0.136198E+007   453994.     
  1048.02        65707.0        3627.58        7.36133        3.53627       0.422084E+007  0.298621E-004  0.136091E+007   453636.     
  1053.55        65707.0        3627.01        7.35914        3.53521       0.422368E+007  0.298960E-004  0.135988E+007   453295.     
  1059.09        65707.0        3626.45        7.35687        3.53413       0.422650E+007  0.299298E-004  0.135884E+007   452946.     
  1064.62        65707.0        3625.84        7.35470        3.53308       0.422926E+007  0.299647E-004  0.135780E+007   452602.     
  1070.16        65707.0        3625.25        7.35245        3.53200       0.423201E+007  0.299992E-004  0.135675E+007   452251.     
  1075.69        65707.0        3624.62        7.35031        3.53097       0.423468E+007  0.300344E-004  0.135573E+007   451910.     
  1081.23        65707.0        3623.94        7.34811        3.52992       0.423736E+007  0.300711E-004  0.135466E+007   451554.     
  1086.76        65707.0        3623.48        7.34591        3.52886       0.423992E+007  0.301023E-004  0.135368E+007   451227.     
  1092.30        65707.0        3623.00        7.34363        3.52777       0.424247E+007  0.301339E-004  0.135266E+007   450887.     
  1097.83        65707.0        3622.44        7.34143        3.52671       0.424499E+007  0.301675E-004  0.135164E+007   450547.     
  1103.37        65707.0        3621.88        7.33922        3.52565       0.424747E+007  0.302010E-004  0.135062E+007   450206.     
  1108.90        65707.0        3621.32        7.33701        3.52458       0.424992E+007  0.302345E-004  0.134960E+007   449865.     
  1114.44        65707.0        3620.70        7.33480        3.52352       0.425235E+007  0.302695E-004  0.134856E+007   449518.     
  1119.97        65707.0        3620.08        7.33255        3.52244       0.425476E+007  0.303045E-004  0.134750E+007   449166.     
  1125.51        65707.0        3619.55        7.33033        3.52138       0.425709E+007  0.303374E-004  0.134648E+007   448828.     
  1131.04        65707.0        3619.02        7.32810        3.52031       0.425938E+007  0.303702E-004  0.134547E+007   448490.     
  1136.57        65707.0        3618.45        7.32591        3.51925       0.426165E+007  0.304039E-004  0.134445E+007   448150.     
  1142.11        65707.0        3617.95        7.32367        3.51818       0.426386E+007  0.304360E-004  0.134344E+007   447814.     
  1147.64        65707.0        3617.40        7.32144        3.51711       0.426606E+007  0.304694E-004  0.134242E+007   447474.     
  1153.18        65707.0        3616.79        7.31911        3.51599       0.426830E+007  0.305042E-004  0.134134E+007   447114.     
  1158.71        65707.0        3616.19        7.31705        3.51500       0.427038E+007  0.305386E-004  0.134036E+007   446788.     
  1164.25        65707.0        3615.68        7.31472        3.51388       0.427253E+007  0.305718E-004  0.133932E+007   446440.     
  1169.78        65707.0        3615.24        7.31262        3.51287       0.427451E+007  0.306037E-004  0.133839E+007   446130.     
  1175.32        65707.0        3614.80        7.31052        3.51186       0.427647E+007  0.306356E-004  0.133746E+007   445820.     
  1180.85        65707.0        3614.33        7.30842        3.51085       0.427841E+007  0.306680E-004  0.133652E+007   445506.     
  1186.39        65707.0        3613.91        7.30633        3.50985       0.428030E+007  0.306997E-004  0.133559E+007   445198.     
  1191.92        65707.0        3613.46        7.30425        3.50885       0.428216E+007  0.307314E-004  0.133467E+007   444890.     
  1197.46        65707.0        3613.07        7.30221        3.50787       0.428396E+007  0.307623E-004  0.133378E+007   444593.     
  1202.99        65707.0        3612.44        7.29988        3.50675       0.428592E+007  0.307974E-004  0.133269E+007   444231.     
  1208.53        65707.0        3612.07        7.29786        3.50578       0.428764E+007  0.308280E-004  0.133182E+007   443941.     
  1214.06        65707.0        3611.71        7.29584        3.50481       0.428934E+007  0.308585E-004  0.133095E+007   443650.     
  1219.60        65707.0        3611.23        7.29372        3.50379       0.429108E+007  0.308908E-004  0.133001E+007   443335.     
  1225.13        65707.0        3610.83        7.29167        3.50281       0.429274E+007  0.309220E-004  0.132911E+007   443037.     
  1230.67        65707.0        3611.78        7.29098        3.50247       0.429344E+007  0.309320E-004  0.132921E+007   443069.     
  1236.20        65707.0        3610.05        7.28760        3.50085       0.429596E+007  0.309839E-004  0.132734E+007   442447.     
  1241.74        65707.0        3609.70        7.28559        3.49988       0.429751E+007  0.310142E-004  0.132648E+007   442159.     
  1247.27        65707.0        3609.33        7.28357        3.49891       0.429904E+007  0.310447E-004  0.132561E+007   441869.     
  1252.81        65707.0        3611.18        7.28391        3.49908       0.429899E+007  0.310401E-004  0.132641E+007   442136.     
  1258.34        65707.0        3610.62        7.28172        3.49803       0.430059E+007  0.310738E-004  0.132541E+007   441803.     
  1263.87        65707.0        3611.18        7.28057        3.49747       0.430143E+007  0.310912E-004  0.132519E+007   441731.     
  1269.41        65707.0        3610.91        7.27865        3.49655       0.430281E+007  0.311202E-004  0.132440E+007   441465.     
  1274.94        65707.0        3610.21        7.27633        3.49544       0.430443E+007  0.311554E-004  0.132330E+007   441099.     
  1280.48        65707.0        3607.94        7.27242        3.49356       0.430710E+007  0.312140E-004  0.132104E+007   440348.     
  1286.01        65707.0        3607.56        7.27040        3.49259       0.430847E+007  0.312447E-004  0.132017E+007   440056.     
  1291.55        65707.0        3609.95        7.27133        3.49303       0.430787E+007  0.312340E-004  0.132138E+007   440460.     
  1297.08        65707.0        3607.09        7.26670        3.49081       0.431090E+007  0.313014E-004  0.131865E+007   439551.     
  1302.62        65707.0        3607.01        7.26501        3.49000       0.431198E+007  0.313274E-004  0.131801E+007   439337.     
  1308.15        65707.0        3606.72        7.26306        3.48906       0.431321E+007  0.313561E-004  0.131720E+007   439065.     
  1313.69        65707.0        3606.57        7.26128        3.48821       0.431430E+007  0.313829E-004  0.131650E+007   438833.     
  1319.22        65707.0        3606.42        7.25951        3.48736       0.431537E+007  0.314097E-004  0.131580E+007   438601.     
  1324.76        65707.0        3606.35        7.25783        3.48655       0.431636E+007  0.314356E-004  0.131517E+007   438389.     
  1330.29        65707.0        3606.27        7.25616        3.48575       0.431733E+007  0.314614E-004  0.131453E+007   438177.     
  1335.83        65707.0        3609.55        7.25818        3.48672       0.431585E+007  0.314434E-004  0.131646E+007   438821.     
  1341.36        65707.0        3606.26        7.25297        3.48421       0.431910E+007  0.315110E-004  0.131337E+007   437790.     
  1346.90        65707.0        3606.32        7.25145        3.48348       0.431991E+007  0.315348E-004  0.131284E+007   437614.     
  1352.43        65707.0        3606.38        7.24994        3.48276       0.432070E+007  0.315586E-004  0.131232E+007   437440.     
  1357.97        65707.0        3608.65        7.25089        3.48321       0.431985E+007  0.315562E-004  0.131349E+007   437830.     
  1363.50        65707.0        3609.76        7.25044        3.48300       0.431988E+007  0.315683E-004  0.131373E+007   437910.     
  1369.04        65707.0        3609.73        7.24886        3.48224       0.432069E+007  0.315929E-004  0.131315E+007   437715.     
  1374.57        65707.0        3609.70        7.24727        3.48148       0.432147E+007  0.316175E-004  0.131256E+007   437521.     
  1380.11        65707.0        3610.60        7.24690        3.48130       0.432141E+007  0.316357E-004  0.131275E+007   437585.     
  1385.64        65707.0        3607.02        7.24126        3.47859       0.432486E+007  0.316967E-004  0.130941E+007   436471.     
  1391.17        65707.0        3607.60        7.24034        3.47815       0.432513E+007  0.317152E-004  0.130929E+007   436430.     
  1396.71        65707.0        3607.70        7.23895        3.47748       0.432575E+007  0.317368E-004  0.130882E+007   436274.     
  1402.24        65707.0        3610.34        7.24037        3.47816       0.432441E+007  0.317374E-004  0.131030E+007   436765.     
  1407.78        65707.0        3607.87        7.23599        3.47606       0.432699E+007  0.317827E-004  0.130781E+007   435938.     
  1413.31        65707.0        3608.21        7.23485        3.47551       0.432738E+007  0.318028E-004  0.130753E+007   435842.     
  1418.85        65707.0        3608.56        7.23372        3.47497       0.432775E+007  0.318228E-004  0.130724E+007   435748.     
  1424.38        65707.0        3609.48        7.23320        3.47472       0.432772E+007  0.318369E-004  0.130739E+007   435796.     
  1429.92        65707.0        3609.50        7.23175        3.47402       0.432826E+007  0.318610E-004  0.130687E+007   435624.     
  1435.45        65707.0        3610.09        7.23092        3.47362       0.432839E+007  0.318793E-004  0.130678E+007   435595.     
  1440.99        65707.0        3610.68        7.23010        3.47323       0.432851E+007  0.318973E-004  0.130670E+007   435568.     
  1446.52        65707.0        3610.81        7.22885        3.47263       0.432897E+007  0.319169E-004  0.130630E+007   435433.     
  1452.06        65707.0        3611.29        7.22794        3.47219       0.432915E+007  0.319351E-004  0.130614E+007   435381.     
  1457.59        65707.0        3611.89        7.22716        3.47181       0.432923E+007  0.319528E-004  0.130608E+007   435359.     
  1463.13        65707.0        3612.50        7.22638        3.47144       0.432929E+007  0.319703E-004  0.130602E+007   435340.     
  1468.66        65707.0        3613.11        7.22562        3.47108       0.432934E+007  0.319876E-004  0.130597E+007   435322.     
  1474.20        65707.0        3614.01        7.22521        3.47088       0.432915E+007  0.320037E-004  0.130614E+007   435380.     
  1479.73        65707.0        3614.92        7.22481        3.47068       0.432894E+007  0.320195E-004  0.130632E+007   435441.     
  1485.27        65707.0        3615.84        7.22443        3.47050       0.432872E+007  0.320351E-004  0.130652E+007   435505.     
  1490.80        65707.0        3616.06        7.22328        3.46995       0.432902E+007  0.320539E-004  0.130618E+007   435395.     
  1496.34        65707.0        3616.81        7.22273        3.46969       0.432891E+007  0.320700E-004  0.130626E+007   435419.     
  1501.87        65707.0        3617.74        7.22240        3.46953       0.432865E+007  0.320850E-004  0.130647E+007   435491.     
  1507.40        65707.0        3618.68        7.22209        3.46938       0.432838E+007  0.320998E-004  0.130670E+007   435565.     
  1512.94        65707.0        3619.62        7.22180        3.46924       0.432811E+007  0.321143E-004  0.130693E+007   435643.     
  1518.47        65707.0        3620.86        7.22189        3.46929       0.432755E+007  0.321292E-004  0.130741E+007   435804.     
  1524.01        65707.0        3622.11        7.22202        3.46935       0.432697E+007  0.321437E-004  0.130791E+007   435970.     
  1529.54        65707.0        3623.36        7.22217        3.46942       0.432639E+007  0.321580E-004  0.130842E+007   436139.     
  1535.08        65707.0        3623.91        7.22147        3.46908       0.432642E+007  0.321718E-004  0.130836E+007   436121.     
  1540.61        65707.0        3625.00        7.22145        3.46907       0.432598E+007  0.321855E-004  0.130875E+007   436249.     
  1546.15        65707.0        3626.28        7.22167        3.46918       0.432537E+007  0.321990E-004  0.130929E+007   436431.     
  1551.68        65707.0        3627.57        7.22193        3.46930       0.432475E+007  0.322121E-004  0.130985E+007   436616.     
  1557.22        65707.0        3628.87        7.22221        3.46944       0.432412E+007  0.322250E-004  0.131042E+007   436807.     
  1562.75        65707.0        3631.85        7.22450        3.47054       0.432205E+007  0.322409E-004  0.131233E+007   437442.     
  1568.29        65707.0        3633.00        7.22471        3.47064       0.432147E+007  0.322557E-004  0.131282E+007   437607.     
  1573.82        65707.0        3634.80        7.22567        3.47110       0.432035E+007  0.322723E-004  0.131382E+007   437940.     
  1579.36        65707.0        3636.24        7.22616        3.47134       0.431955E+007  0.322881E-004  0.131452E+007   438174.     
  1584.89        65707.0        3641.88        7.23194        3.47411       0.431508E+007  0.323129E-004  0.131867E+007   439556.     
  1590.43        65707.0        3643.41        7.23267        3.47446       0.431422E+007  0.323272E-004  0.131949E+007   439829.     
  1595.96        65707.0        3644.91        7.23340        3.47481       0.431338E+007  0.323406E-004  0.132030E+007   440099.     
  1601.50        65707.0        3646.14        7.23377        3.47499       0.431282E+007  0.323523E-004  0.132087E+007   440292.     
  1607.03        65707.0        3646.25        7.23270        3.47448       0.431325E+007  0.323599E-004  0.132053E+007   440175.     
  1612.57        65707.0        3644.26        7.22921        3.47280       0.431534E+007  0.323642E-004  0.131853E+007   439510.     
  1618.10        65707.0        3646.17        7.23054        3.47344       0.431408E+007  0.323809E-004  0.131971E+007   439902.     
  1623.64        65707.0        3651.04        7.23547        3.47581       0.431052E+007  0.323979E-004  0.132327E+007   441090.     
  1629.17        65707.0        3652.70        7.23653        3.47632       0.430956E+007  0.324098E-004  0.132426E+007   441421.     
  1634.70        65707.0        3654.38        7.23763        3.47684       0.430861E+007  0.324213E-004  0.132527E+007   441758.     
  1640.24        65707.0        3656.07        7.23877        3.47739       0.430764E+007  0.324324E-004  0.132630E+007   442102.     
  1645.77        65707.0        3657.78        7.23995        3.47796       0.430668E+007  0.324431E-004  0.132736E+007   442452.     
  1651.31        65707.0        3658.84        7.24041        3.47818       0.430630E+007  0.324469E-004  0.132791E+007   442636.     
  1656.84        65707.0        3661.20        7.24250        3.47918       0.430481E+007  0.324582E-004  0.132953E+007   443178.     
  1662.38        65707.0        3663.43        7.24437        3.48008       0.430334E+007  0.324761E-004  0.133103E+007   443676.     
  1667.91        65707.0        3664.65        7.24505        3.48041       0.430258E+007  0.324956E-004  0.133173E+007   443909.     
  1673.45        65707.0        3664.00        7.24322        3.47953       0.430310E+007  0.325275E-004  0.133082E+007   443605.     
  1678.98        65707.0        3663.33        7.24132        3.47862       0.430358E+007  0.325614E-004  0.132988E+007   443292.     
  1684.52        65707.0        3662.67        7.23949        3.47774       0.430407E+007  0.325937E-004  0.132896E+007   442988.     
  1690.05        65707.0        3662.01        7.23766        3.47686       0.430453E+007  0.326256E-004  0.132805E+007   442684.     
  1695.59        65707.0        3661.35        7.23581        3.47597       0.430498E+007  0.326580E-004  0.132713E+007   442378.     
  1701.12        65707.0        3660.69        7.23396        3.47508       0.430542E+007  0.326907E-004  0.132621E+007   442071.     
  1706.66        65707.0        3660.01        7.23208        3.47418       0.430584E+007  0.327249E-004  0.132528E+007   441760.     
  1712.19        65707.0        3659.35        7.23029        3.47332       0.430627E+007  0.327576E-004  0.132438E+007   441461.     
  1717.73        65707.0        3658.69        7.22846        3.47244       0.430667E+007  0.327900E-004  0.132347E+007   441158.     
  1723.26        65707.0        3658.02        7.22660        3.47155       0.430705E+007  0.328234E-004  0.132255E+007   440851.     
  1728.80        65707.0        3657.35        7.22475        3.47066       0.430742E+007  0.328567E-004  0.132163E+007   440545.     
  1734.33        65707.0        3656.69        7.22281        3.46973       0.430774E+007  0.328901E-004  0.132069E+007   440229.     
  1739.87        65707.0        3656.03        7.22112        3.46892       0.430813E+007  0.329205E-004  0.131983E+007   439944.     
  1745.40        65707.0        3655.36        7.21926        3.46802       0.430845E+007  0.329543E-004  0.131891E+007   439636.     
  1750.94        65707.0        3654.69        7.21741        3.46713       0.430877E+007  0.329878E-004  0.131799E+007   439330.     
  1756.47        65707.0        3654.01        7.21560        3.46626       0.430909E+007  0.330219E-004  0.131709E+007   439029.     
  1762.00        65707.0        3653.34        7.21368        3.46534       0.430935E+007  0.330557E-004  0.131614E+007   438715.     
  1767.54        65707.0        3652.67        7.21182        3.46445       0.430962E+007  0.330899E-004  0.131522E+007   438408.     
  1773.07        65707.0        3652.00        7.21001        3.46358       0.430989E+007  0.331225E-004  0.131432E+007   438108.     
  1778.61        65707.0        3651.33        7.20817        3.46269       0.431014E+007  0.331565E-004  0.131341E+007   437804.     
  1784.14        65707.0        3650.66        7.20617        3.46173       0.431032E+007  0.331912E-004  0.131244E+007   437480.     
  1789.68        65707.0        3649.99        7.20435        3.46086       0.431054E+007  0.332246E-004  0.131153E+007   437178.     
  1795.21        65707.0        3649.31        7.20252        3.45998       0.431075E+007  0.332581E-004  0.131063E+007   436876.     
  1800.75        65707.0        3648.64        7.20066        3.45909       0.431094E+007  0.332918E-004  0.130971E+007   436570.     
  1806.28        65707.0        3647.97        7.19882        3.45820       0.431112E+007  0.333255E-004  0.130880E+007   436267.     
  1811.82        65707.0        3647.30        7.19700        3.45733       0.431129E+007  0.333592E-004  0.130789E+007   435965.     
  1817.35        65707.0        3646.62        7.19517        3.45645       0.431145E+007  0.333930E-004  0.130699E+007   435663.     
  1822.89        65707.0        3645.95        7.19334        3.45557       0.431159E+007  0.334268E-004  0.130608E+007   435361.     
  1828.42        65707.0        3645.27        7.19150        3.45468       0.431172E+007  0.334614E-004  0.130517E+007   435057.     
  1833.96        65707.0        3644.59        7.18966        3.45380       0.431184E+007  0.334961E-004  0.130426E+007   434753.     
  1839.49        65707.0        3643.91        7.18782        3.45292       0.431194E+007  0.335308E-004  0.130335E+007   434450.     
  1845.03        65707.0        3643.24        7.18603        3.45206       0.431204E+007  0.335627E-004  0.130246E+007   434154.     
  1850.56        65707.0        3642.57        7.18420        3.45118       0.431211E+007  0.335969E-004  0.130156E+007   433853.     
  1856.10        65707.0        3641.88        7.18236        3.45029       0.431218E+007  0.336318E-004  0.130065E+007   433549.     
  1861.63        65707.0        3641.20        7.18052        3.44941       0.431223E+007  0.336668E-004  0.129974E+007   433246.     
  1867.17        65707.0        3640.52        7.17868        3.44853       0.431227E+007  0.337019E-004  0.129883E+007   432943.     
  1872.70        65707.0        3639.84        7.17688        3.44766       0.431230E+007  0.337362E-004  0.129793E+007   432644.     
  1878.23        65707.0        3639.16        7.17507        3.44679       0.431232E+007  0.337706E-004  0.129704E+007   432345.     
  1883.77        65707.0        3638.48        7.17326        3.44592       0.431232E+007  0.338051E-004  0.129614E+007   432047.     
  1889.30        65707.0        3637.78        7.17134        3.44500       0.431228E+007  0.338426E-004  0.129520E+007   431733.     
  1894.84        65707.0        3637.09        7.16951        3.44412       0.431225E+007  0.338780E-004  0.129429E+007   431431.     
