|6.6.6
Comet_67P_CG_v7_3.tab                                                                               
           2
T(K)    
   273.150000000000     
   1.82167919799499     
         400
P(bar)  
   1.00000000000000     
   167.220735785953     
         300
           9
T(K)           P(bar)         rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  788.685        11037.6        2995.49        4.84771        2.32876       0.332690E+007  0.430249E-004   487350.        162450.     
  790.507        11037.6        2995.26        4.84633        2.32810       0.332892E+007  0.431019E-004   487034.        162345.     
  792.329        11037.6        2995.02        4.84493        2.32743       0.333094E+007  0.431795E-004   486716.        162239.     
  794.150        11037.6        2994.79        4.84353        2.32676       0.333295E+007  0.432577E-004   486396.        162132.     
  795.972        11037.6        2994.55        4.84212        2.32608       0.333495E+007  0.433365E-004   486074.        162025.     
  797.794        11037.6        2994.32        4.84070        2.32540       0.333695E+007  0.434159E-004   485751.        161917.     
  799.615        11037.6        2994.08        4.83927        2.32471       0.333895E+007  0.434959E-004   485426.        161809.     
  801.437        11037.6        2993.84        4.83784        2.32402       0.334094E+007  0.435765E-004   485099.        161700.     
  803.259        11037.6        2993.60        4.83639        2.32333       0.334293E+007  0.436577E-004   484770.        161590.     
  805.080        11037.6        2993.36        4.83493        2.32263       0.334491E+007  0.437396E-004   484439.        161480.     
  806.902        11037.6        2993.13        4.83346        2.32192       0.334689E+007  0.438221E-004   484106.        161369.     
  808.724        11037.6        2992.89        4.83198        2.32121       0.334886E+007  0.439052E-004   483772.        161257.     
  810.545        11037.6        2992.65        4.83050        2.32050       0.335083E+007  0.439891E-004   483435.        161145.     
  812.367        11037.6        2992.41        4.82900        2.31978       0.335280E+007  0.440736E-004   483097.        161032.     
  814.189        11037.6        2992.17        4.82749        2.31905       0.335476E+007  0.441588E-004   482756.        160919.     
  816.010        11037.6        2991.93        4.82597        2.31832       0.335672E+007  0.442447E-004   482414.        160805.     
  817.832        11037.6        2991.68        4.82444        2.31759       0.335868E+007  0.443313E-004   482069.        160690.     
  819.654        11037.6        2991.44        4.82290        2.31685       0.336063E+007  0.444186E-004   481722.        160574.     
  821.475        11037.6        2991.20        4.82135        2.31610       0.336258E+007  0.445066E-004   481374.        160458.     
  823.297        11037.6        2990.96        4.81979        2.31535       0.336453E+007  0.445954E-004   481023.        160341.     
  825.119        11037.6        2990.71        4.81822        2.31460       0.336647E+007  0.446850E-004   480670.        160223.     
  826.940        11037.6        2990.47        4.81663        2.31384       0.336841E+007  0.447753E-004   480314.        160105.     
  828.762        11037.6        2990.23        4.81504        2.31307       0.337034E+007  0.448664E-004   479957.        159986.     
  830.584        11037.6        2989.98        4.81343        2.31230       0.337228E+007  0.449583E-004   479597.        159866.     
  832.406        11037.6        2989.74        4.81181        2.31152       0.337421E+007  0.450510E-004   479235.        159745.     
  834.227        11037.6        2989.49        4.81018        2.31073       0.337614E+007  0.451445E-004   478871.        159624.     
  836.049        11037.6        2989.25        4.80853        2.30995       0.337806E+007  0.452389E-004   478505.        159502.     
  837.871        11037.6        2989.00        4.80688        2.30915       0.337998E+007  0.453341E-004   478136.        159379.     
  839.692        11037.6        2988.75        4.80521        2.30835       0.338190E+007  0.454302E-004   477764.        159255.     
  841.514        11037.6        2988.50        4.80353        2.30754       0.338382E+007  0.455271E-004   477391.        159130.     
  843.336        11037.6        2988.26        4.80184        2.30673       0.338574E+007  0.456250E-004   477015.        159005.     
  845.157        11037.6        2988.01        4.80013        2.30591       0.338765E+007  0.457237E-004   476636.        158879.     
  846.979        11037.6        2987.76        4.79841        2.30508       0.338956E+007  0.458234E-004   476255.        158752.     
  848.801        11037.6        2987.51        4.79668        2.30425       0.339147E+007  0.459240E-004   475871.        158624.     
  850.622        11037.6        2987.26        4.79493        2.30341       0.339338E+007  0.460256E-004   475485.        158495.     
  852.444        11037.6        2987.01        4.79317        2.30256       0.339528E+007  0.461281E-004   475096.        158365.     
  854.266        11037.6        2986.76        4.79140        2.30171       0.339719E+007  0.462317E-004   474704.        158235.     
  856.087        11037.6        2986.50        4.78961        2.30085       0.339909E+007  0.463362E-004   474310.        158103.     
  857.909        11037.6        2986.25        4.78780        2.29999       0.340099E+007  0.464418E-004   473913.        157971.     
  859.731        11037.6        2986.00        4.78599        2.29911       0.340289E+007  0.465484E-004   473513.        157838.     
  861.552        11037.6        2985.75        4.78415        2.29823       0.340479E+007  0.466561E-004   473110.        157703.     
  863.374        11037.6        2985.49        4.78231        2.29735       0.340669E+007  0.467649E-004   472705.        157568.     
  865.196        11037.6        2985.24        4.78044        2.29645       0.340859E+007  0.468748E-004   472296.        157432.     
  867.017        11037.6        2984.98        4.77857        2.29555       0.341049E+007  0.469858E-004   471885.        157295.     
  868.839        11037.6        2984.73        4.77667        2.29464       0.341238E+007  0.470980E-004   471470.        157157.     
  870.661        11037.6        2984.47        4.77476        2.29372       0.341428E+007  0.472113E-004   471053.        157018.     
  872.482        11037.6        2984.21        4.77284        2.29280       0.341617E+007  0.473258E-004   470632.        156877.     
  874.304        11037.6        2983.95        4.77089        2.29186       0.341807E+007  0.474416E-004   470209.        156736.     
  876.126        11037.6        2983.70        4.76893        2.29092       0.341996E+007  0.475586E-004   469782.        156594.     
  877.947        11037.6        2983.44        4.76696        2.28997       0.342186E+007  0.476768E-004   469352.        156451.     
  879.769        11037.6        2983.18        4.76496        2.28901       0.342375E+007  0.477964E-004   468919.        156306.     
  881.591        11037.6        2982.92        4.76295        2.28805       0.342565E+007  0.479172E-004   468482.        156161.     
  883.413        11037.6        2982.66        4.76092        2.28707       0.342755E+007  0.480394E-004   468042.        156014.     
  885.234        11037.6        2982.40        4.75888        2.28609       0.342944E+007  0.481630E-004   467599.        155866.     
  887.056        11037.6        2982.13        4.75681        2.28510       0.343134E+007  0.482880E-004   467152.        155717.     
  888.878        11037.6        2981.87        4.75473        2.28410       0.343324E+007  0.484144E-004   466701.        155567.     
  890.699        11037.6        2981.61        4.75262        2.28309       0.343514E+007  0.485422E-004   466247.        155416.     
  892.521        11037.6        2981.34        4.75050        2.28207       0.343704E+007  0.486715E-004   465790.        155263.     
  894.343        11037.6        2981.08        4.74836        2.28104       0.343894E+007  0.488024E-004   465328.        155109.     
  896.164        11037.6        2980.81        4.74619        2.28000       0.344085E+007  0.489348E-004   464863.        154954.     
  897.986        11037.6        2980.55        4.74401        2.27895       0.344276E+007  0.490688E-004   464394.        154798.     
  899.808        11037.6        2980.28        4.74180        2.27789       0.344466E+007  0.492044E-004   463921.        154640.     
  901.629        11037.6        2980.01        4.73958        2.27682       0.344657E+007  0.493416E-004   463444.        154481.     
  903.451        11037.6        2979.75        4.73733        2.27574       0.344849E+007  0.494806E-004   462963.        154321.     
  905.273        11037.6        2979.48        4.73506        2.27465       0.345040E+007  0.496212E-004   462478.        154159.     
  907.094        11037.6        2979.21        4.73277        2.27355       0.345232E+007  0.497637E-004   461988.        153996.     
  908.916        11037.6        2978.94        4.73046        2.27244       0.345424E+007  0.499079E-004   461495.        153832.     
  910.738        11037.6        2978.67        4.72812        2.27132       0.345617E+007  0.500540E-004   460997.        153666.     
  912.559        11037.6        2978.39        4.72576        2.27018       0.345810E+007  0.502020E-004   460494.        153498.     
  914.381        11037.6        2978.12        4.72337        2.26904       0.346003E+007  0.503519E-004   459988.        153329.     
  916.203        11037.6        2977.85        4.72096        2.26788       0.346197E+007  0.505038E-004   459476.        153159.     
  918.024        11037.6        2977.57        4.71853        2.26671       0.346391E+007  0.506577E-004   458960.        152987.     
  919.846        11037.6        2977.30        4.71607        2.26553       0.346585E+007  0.508137E-004   458439.        152813.     
  921.668        11037.6        2977.02        4.71358        2.26433       0.346780E+007  0.509717E-004   457914.        152638.     
  923.489        11037.6        2976.74        4.71107        2.26313       0.346976E+007  0.511320E-004   457383.        152461.     
  925.311        11037.6        2976.47        4.70853        2.26190       0.347171E+007  0.512945E-004   456847.        152282.     
  927.133        11037.6        2976.19        4.70596        2.26067       0.347368E+007  0.514593E-004   456307.        152102.     
  928.955        11037.6        2975.91        4.70337        2.25942       0.347565E+007  0.516264E-004   455761.        151920.     
  930.776        11037.6        2975.63        4.70074        2.25816       0.347763E+007  0.517959E-004   455209.        151736.     
  932.598        11037.6        2975.35        4.69809        2.25689       0.347961E+007  0.519679E-004   454653.        151551.     
  934.420        11037.6        2975.07        4.69541        2.25560       0.348160E+007  0.521424E-004   454090.        151363.     
  936.241        11037.6        2974.78        4.69269        2.25430       0.348360E+007  0.523195E-004   453522.        151174.     
  938.063        11037.6        2974.50        4.68995        2.25298       0.348560E+007  0.524992E-004   452949.        150983.     
  939.885        11037.6        2974.21        4.68717        2.25164       0.348761E+007  0.526817E-004   452369.        150790.     
  941.706        11037.6        2973.93        4.68436        2.25030       0.348941E+007  0.528669E-004   451784.        150595.     
  943.528        11037.6        2973.64        4.68152        2.24893       0.349166E+007  0.530550E-004   451192.        150397.     
  945.350        11037.6        2973.35        4.67864        2.24755       0.349370E+007  0.532461E-004   450594.        150198.     
  947.171        11037.6        2973.06        4.67573        2.24615       0.349574E+007  0.534402E-004   449989.        149996.     
  948.993        11037.6        2972.77        4.67278        2.24473       0.349780E+007  0.536375E-004   449379.        149793.     
  950.815        11037.6        2972.48        4.66980        2.24330       0.349986E+007  0.538379E-004   448761.        149587.     
  952.636        11037.6        2972.19        4.66678        2.24185       0.350194E+007  0.540416E-004   448137.        149379.     
  954.458        11037.6        2971.90        4.66372        2.24038       0.350403E+007  0.542488E-004   447505.        149168.     
  956.280        11037.6        2971.60        4.66062        2.23889       0.350613E+007  0.544594E-004   446867.        148956.     
  958.101        11037.6        2971.31        4.65749        2.23738       0.350824E+007  0.546736E-004   446221.        148740.     
  959.923        11037.6        2971.01        4.65431        2.23586       0.351036E+007  0.548916E-004   445568.        148523.     
  961.745        11037.6        2970.71        4.65109        2.23431       0.351249E+007  0.551133E-004   444907.        148302.     
  963.566        11037.6        2970.42        4.64782        2.23274       0.351464E+007  0.553390E-004   444238.        148079.     
  965.388        11037.6        2970.11        4.64452        2.23115       0.351681E+007  0.555687E-004   443561.        147854.     
  967.210        11037.6        2969.81        4.64117        2.22954       0.351898E+007  0.558026E-004   442876.        147625.     
  969.031        11037.6        2969.51        4.63777        2.22791       0.352118E+007  0.560409E-004   442183.        147394.     
  970.853        11037.6        2969.21        4.63432        2.22626       0.352338E+007  0.562836E-004   441481.        147160.     
  972.675        11037.6        2968.90        4.63083        2.22458       0.352561E+007  0.565309E-004   440770.        146923.     
  974.496        11037.6        2968.60        4.62728        2.22288       0.352785E+007  0.567829E-004   440050.        146683.     
  976.318        11037.6        2968.29        4.62369        2.22115       0.353011E+007  0.570399E-004   439321.        146440.     
  978.140        11037.6        2967.98        4.62004        2.21940       0.353239E+007  0.573020E-004   438583.        146194.     
  979.962        11037.6        2967.67        4.61634        2.21762       0.353469E+007  0.575693E-004   437834.        145945.     
  981.783        11037.6        2967.36        4.61258        2.21581       0.353701E+007  0.578420E-004   437076.        145692.     
  983.605        11037.6        2967.04        4.60877        2.21398       0.353935E+007  0.581204E-004   436307.        145436.     
  985.427        11037.6        2966.73        4.60489        2.21212       0.354172E+007  0.584046E-004   435528.        145176.     
  987.248        11037.6        2966.41        4.60096        2.21023       0.354411E+007  0.586949E-004   434738.        144913.     
  989.070        11037.6        2966.09        4.59696        2.20831       0.354652E+007  0.589914E-004   433936.        144645.     
  990.892        11037.6        2965.77        4.59290        2.20636       0.354895E+007  0.592945E-004   433123.        144374.     
  992.713        11037.6        2965.45        4.58877        2.20438       0.355142E+007  0.596043E-004   432298.        144099.     
  994.535        11037.6        2965.13        4.58458        2.20236       0.355391E+007  0.599211E-004   431462.        143821.     
  996.357        11037.6        2964.81        4.58032        2.20031       0.355643E+007  0.602452E-004   430612.        143537.     
  998.178        11037.6        2964.48        4.57598        2.19823       0.355898E+007  0.605769E-004   429750.        143250.     
  1000.00        11037.6        2964.15        4.57157        2.19611       0.356156E+007  0.609165E-004   428874.        142958.     
  273.150        11204.8        2911.05        5.17788        2.48737       0.196936E+007  0.241987E-004   540323.        180108.     
  274.972        11204.8        2910.93        5.17747        2.48717       0.198348E+007  0.242578E-004   540213.        180071.     
  276.793        11204.8        2910.80        5.17705        2.48697       0.199739E+007  0.243163E-004   540102.        180034.     
  278.615        11204.8        2910.67        5.17663        2.48677       0.201111E+007  0.243744E-004   539990.        179997.     
  280.437        11204.8        2910.54        5.17621        2.48657       0.202463E+007  0.244320E-004   539879.        179960.     
  282.258        11204.8        2910.41        5.17579        2.48637       0.203795E+007  0.244891E-004   539767.        179922.     
  284.080        11204.8        2910.28        5.17537        2.48617       0.205109E+007  0.245458E-004   539656.        179885.     
  285.902        11204.8        2910.15        5.17495        2.48597       0.206404E+007  0.246020E-004   539544.        179848.     
  287.723        11204.8        2910.02        5.17453        2.48576       0.207681E+007  0.246578E-004   539431.        179810.     
  289.545        11204.8        2909.89        5.17410        2.48556       0.208941E+007  0.247131E-004   539319.        179773.     
  291.367        11204.8        2909.76        5.17368        2.48535       0.210183E+007  0.247679E-004   539206.        179735.     
  293.188        11204.8        2909.62        5.17325        2.48515       0.211409E+007  0.248224E-004   539093.        179698.     
  295.010        11204.8        2909.49        5.17283        2.48494       0.212618E+007  0.248764E-004   538979.        179660.     
  296.832        11204.8        2909.36        5.17240        2.48474       0.213811E+007  0.249300E-004   538866.        179622.     
  298.654        11204.8        2909.23        5.17197        2.48453       0.214988E+007  0.249832E-004   538752.        179584.     
  300.475        11204.8        2909.10        5.17154        2.48433       0.216150E+007  0.250361E-004   538638.        179546.     
  302.297        11204.8        2908.96        5.17111        2.48412       0.217296E+007  0.250885E-004   538523.        179508.     
  304.119        11204.8        2908.83        5.17067        2.48391       0.218428E+007  0.251405E-004   538408.        179469.     
  305.940        11204.8        2908.70        5.17024        2.48370       0.219545E+007  0.251922E-004   538293.        179431.     
  307.762        11204.8        2908.56        5.16980        2.48349       0.220648E+007  0.252435E-004   538178.        179393.     
  309.584        11204.8        2908.43        5.16937        2.48328       0.221737E+007  0.252944E-004   538062.        179354.     
  311.405        11204.8        2908.30        5.16893        2.48307       0.222812E+007  0.253450E-004   537947.        179316.     
  313.227        11204.8        2908.16        5.16849        2.48286       0.223874E+007  0.253952E-004   537830.        179277.     
  315.049        11204.8        2908.03        5.16805        2.48265       0.224923E+007  0.254450E-004   537714.        179238.     
  316.870        11204.8        2907.89        5.16761        2.48244       0.225959E+007  0.254946E-004   537597.        179199.     
  318.692        11204.8        2907.76        5.16717        2.48223       0.226982E+007  0.255438E-004   537480.        179160.     
  320.514        11204.8        2907.62        5.16672        2.48201       0.227992E+007  0.255926E-004   537363.        179121.     
  322.335        11204.8        3047.04        5.13219        2.46543       0.230574E+007  0.263182E-004   555627.        185209.     
  324.157        11204.8        3046.89        5.13176        2.46522       0.231550E+007  0.263694E-004   555507.        185169.     
  325.979        11204.8        3046.74        5.13133        2.46501       0.232515E+007  0.264202E-004   555386.        185129.     
  327.800        11204.8        3046.60        5.13089        2.46480       0.233468E+007  0.264706E-004   555265.        185088.     
  329.622        11204.8        3046.45        5.13046        2.46459       0.234410E+007  0.265207E-004   555144.        185048.     
  331.444        11204.8        3046.30        5.13002        2.46438       0.235342E+007  0.265704E-004   555022.        185007.     
  333.265        11204.8        3046.16        5.12958        2.46417       0.236264E+007  0.266198E-004   554900.        184967.     
  335.087        11204.8        3046.01        5.12914        2.46396       0.237175E+007  0.266689E-004   554778.        184926.     
  336.909        11204.8        3045.86        5.12870        2.46375       0.238076E+007  0.267177E-004   554656.        184885.     
  338.730        11204.8        3045.71        5.12826        2.46353       0.238967E+007  0.267661E-004   554533.        184844.     
  340.552        11204.8        3045.56        5.12781        2.46332       0.239848E+007  0.268143E-004   554410.        184803.     
  342.374        11204.8        3045.41        5.12736        2.46311       0.240720E+007  0.268621E-004   554286.        184762.     
  344.195        11204.8        3045.27        5.12692        2.46289       0.241583E+007  0.269096E-004   554162.        184721.     
  346.017        11204.8        3045.12        5.12647        2.46268       0.242436E+007  0.269568E-004   554038.        184679.     
  347.839        11204.8        3044.97        5.12602        2.46246       0.243280E+007  0.270038E-004   553913.        184638.     
  349.661        11204.8        3044.82        5.12557        2.46224       0.244116E+007  0.270504E-004   553788.        184596.     
  351.482        11204.8        3044.67        5.12511        2.46202       0.244942E+007  0.270968E-004   553663.        184554.     
  353.304        11204.8        3044.52        5.12466        2.46181       0.245760E+007  0.271429E-004   553538.        184513.     
  355.126        11204.8        3044.36        5.12420        2.46159       0.246570E+007  0.271888E-004   553412.        184471.     
  356.947        11204.8        3044.21        5.12374        2.46137       0.247371E+007  0.272344E-004   553286.        184429.     
  358.769        11204.8        3044.06        5.12329        2.46115       0.248164E+007  0.272797E-004   553159.        184386.     
  360.591        11204.8        3043.91        5.12283        2.46093       0.248949E+007  0.273248E-004   553032.        184344.     
  362.412        11204.8        3043.76        5.12236        2.46070       0.249726E+007  0.273696E-004   552905.        184302.     
  364.234        11204.8        3043.61        5.12190        2.46048       0.250495E+007  0.274142E-004   552777.        184259.     
  366.056        11204.8        3043.46        5.12144        2.46026       0.251256E+007  0.274585E-004   552649.        184216.     
  367.877        11204.8        3043.30        5.12097        2.46003       0.252010E+007  0.275027E-004   552521.        184174.     
  369.699        11204.8        3043.15        5.12050        2.45981       0.252757E+007  0.275466E-004   552392.        184131.     
  371.521        11204.8        3043.00        5.12003        2.45958       0.253496E+007  0.275902E-004   552263.        184088.     
  373.342        11204.8        3042.85        5.11956        2.45936       0.254228E+007  0.276337E-004   552134.        184045.     
  375.164        11204.8        3042.69        5.11909        2.45913       0.254953E+007  0.276769E-004   552004.        184001.     
  376.986        11204.8        3042.54        5.11862        2.45890       0.255672E+007  0.277199E-004   551874.        183958.     
  378.807        11204.8        3042.38        5.11814        2.45867       0.256383E+007  0.277627E-004   551744.        183915.     
  380.629        11204.8        3042.23        5.11766        2.45845       0.257087E+007  0.278054E-004   551613.        183871.     
  382.451        11204.8        3042.08        5.11718        2.45822       0.257785E+007  0.278478E-004   551482.        183827.     
  384.272        11204.8        3041.92        5.11670        2.45799       0.258477E+007  0.278900E-004   551351.        183784.     
  386.094        11204.8        3041.77        5.11622        2.45775       0.259161E+007  0.279320E-004   551219.        183740.     
  387.916        11204.8        3041.61        5.11574        2.45752       0.259840E+007  0.279739E-004   551087.        183696.     
  389.737        11204.8        3041.46        5.11526        2.45729       0.260512E+007  0.280155E-004   550954.        183651.     
  391.559        11204.8        3041.30        5.11477        2.45706       0.261179E+007  0.280570E-004   550821.        183607.     
  393.381        11204.8        3041.15        5.11428        2.45682       0.261839E+007  0.280984E-004   550688.        183563.     
  395.203        11204.8        3040.99        5.11379        2.45659       0.262493E+007  0.281395E-004   550555.        183518.     
  397.024        11204.8        3040.83        5.11330        2.45635       0.263141E+007  0.281805E-004   550421.        183474.     
  398.846        11204.8        3040.68        5.11281        2.45611       0.263784E+007  0.282213E-004   550287.        183429.     
  400.668        11204.8        3040.52        5.11232        2.45588       0.264421E+007  0.282620E-004   550152.        183384.     
  402.489        11204.8        3040.37        5.11182        2.45564       0.265052E+007  0.283025E-004   550017.        183339.     
  404.311        11204.8        3040.21        5.11132        2.45540       0.265678E+007  0.283428E-004   549882.        183294.     
  406.133        11204.8        3040.05        5.11082        2.45516       0.266298E+007  0.283830E-004   549746.        183249.     
  407.954        11204.8        3039.89        5.11032        2.45492       0.266913E+007  0.284231E-004   549610.        183203.     
  409.776        11204.8        3039.74        5.10982        2.45468       0.267522E+007  0.284630E-004   549473.        183158.     
  411.598        11204.8        3039.58        5.10932        2.45444       0.268126E+007  0.285028E-004   549337.        183112.     
  413.419        11204.8        3039.42        5.10881        2.45419       0.268726E+007  0.285424E-004   549200.        183067.     
  415.241        11204.8        3039.26        5.10831        2.45395       0.269320E+007  0.285819E-004   549062.        183021.     
  417.063        11204.8        3039.10        5.10780        2.45371       0.269909E+007  0.286213E-004   548924.        182975.     
  418.884        11204.8        3038.95        5.10729        2.45346       0.270493E+007  0.286606E-004   548786.        182929.     
  420.706        11204.8        3038.79        5.10678        2.45322       0.271072E+007  0.286997E-004   548647.        182882.     
  422.528        11204.8        3038.63        5.10626        2.45297       0.271647E+007  0.287388E-004   548508.        182836.     
  424.349        11204.8        3038.47        5.10575        2.45272       0.272216E+007  0.287777E-004   548369.        182790.     
  426.171        11204.8        3038.31        5.10523        2.45247       0.272781E+007  0.288165E-004   548229.        182743.     
  427.993        11204.8        3038.15        5.10471        2.45223       0.273342E+007  0.288551E-004   548089.        182696.     
  429.814        11204.8        3037.99        5.10419        2.45198       0.273898E+007  0.288937E-004   547949.        182650.     
  431.636        11204.8        3037.83        5.10367        2.45172       0.274449E+007  0.289322E-004   547808.        182603.     
  433.458        11204.8        3037.67        5.10315        2.45147       0.274996E+007  0.289706E-004   547667.        182556.     
  435.279        11204.8        3037.51        5.10262        2.45122       0.275539E+007  0.290088E-004   547525.        182508.     
  437.101        11204.8        3037.35        5.10210        2.45097       0.276077E+007  0.290470E-004   547383.        182461.     
  438.923        11204.8        3037.19        5.10157        2.45071       0.276611E+007  0.290851E-004   547241.        182414.     
  440.744        11204.8        3037.03        5.10104        2.45046       0.277141E+007  0.291231E-004   547098.        182366.     
  442.566        11204.8        3036.87        5.10051        2.45020       0.277667E+007  0.291610E-004   546955.        182318.     
  444.388        11204.8        3001.69        4.92250        2.36469       0.276911E+007  0.343877E-004   503543.        167848.     
  446.210        11204.8        3001.51        4.92195        2.36443       0.277459E+007  0.344404E-004   503399.        167800.     
  448.031        11204.8        3001.32        4.92140        2.36416       0.278003E+007  0.344932E-004   503255.        167752.     
  449.853        11204.8        3001.13        4.92084        2.36390       0.278544E+007  0.345461E-004   503110.        167703.     
  451.675        11204.8        3000.94        4.92029        2.36363       0.279082E+007  0.345992E-004   502964.        167655.     
  453.496        11204.8        3000.75        4.91973        2.36336       0.279616E+007  0.346525E-004   502818.        167606.     
  455.318        11204.8        3000.56        4.91917        2.36309       0.280146E+007  0.347060E-004   502672.        167557.     
  457.140        11204.8        3000.37        4.91861        2.36282       0.280673E+007  0.347596E-004   502526.        167509.     
  458.961        11204.8        3000.18        4.91804        2.36255       0.281197E+007  0.348134E-004   502378.        167459.     
  460.783        11204.8        2999.99        4.91748        2.36228       0.281718E+007  0.348674E-004   502231.        167410.     
  462.605        11204.8        2999.80        4.91691        2.36201       0.282235E+007  0.349215E-004   502083.        167361.     
  464.426        11204.8        2999.61        4.91634        2.36173       0.282750E+007  0.349759E-004   501935.        167312.     
  466.248        11204.8        2999.42        4.91577        2.36146       0.283261E+007  0.350305E-004   501786.        167262.     
  468.070        11204.8        3014.63        4.92272        2.36480       0.283829E+007  0.353987E-004   505759.        168586.     
  469.891        11204.8        3014.44        4.92213        2.36452       0.284326E+007  0.354539E-004   505606.        168535.     
  471.713        11204.8        3014.24        4.92155        2.36423       0.284820E+007  0.355093E-004   505452.        168484.     
  473.535        11204.8        3014.05        4.92096        2.36395       0.285312E+007  0.355650E-004   505298.        168433.     
  475.356        11204.8        3013.85        4.92036        2.36367       0.285800E+007  0.356210E-004   505144.        168381.     
  477.178        11204.8        3013.65        4.91977        2.36338       0.286286E+007  0.356773E-004   504989.        168330.     
  479.000        11204.8        3013.46        4.91917        2.36309       0.286770E+007  0.357339E-004   504834.        168278.     
  480.821        11204.8        3013.26        4.91857        2.36281       0.287251E+007  0.357907E-004   504678.        168226.     
  482.643        11204.8        3013.07        4.91797        2.36252       0.287729E+007  0.358479E-004   504522.        168174.     
  484.465        11204.8        3012.87        4.91737        2.36223       0.288205E+007  0.359055E-004   504365.        168122.     
  486.286        11204.8        3012.67        4.91676        2.36194       0.288679E+007  0.359633E-004   504208.        168069.     
  488.108        11204.8        3012.47        4.91615        2.36164       0.289150E+007  0.360215E-004   504050.        168017.     
  489.930        11204.8        3012.28        4.91554        2.36135       0.289619E+007  0.360801E-004   503892.        167964.     
  491.752        11204.8        3012.08        4.91493        2.36106       0.290086E+007  0.361391E-004   503733.        167911.     
  493.573        11204.8        3011.88        4.91432        2.36076       0.290551E+007  0.361984E-004   503574.        167858.     
  495.395        11204.8        3011.68        4.91370        2.36046       0.291013E+007  0.362582E-004   503414.        167805.     
  497.217        11204.8        3011.48        4.91308        2.36017       0.291474E+007  0.363184E-004   503254.        167751.     
  499.038        11204.8        3011.28        4.91246        2.35987       0.291932E+007  0.363790E-004   503093.        167698.     
  500.860        11204.8        3011.08        4.91183        2.35957       0.292389E+007  0.364401E-004   502932.        167644.     
  502.682        11204.8        3010.88        4.91121        2.35927       0.292844E+007  0.365017E-004   502770.        167590.     
  504.503        11204.8        3010.68        4.91058        2.35896       0.293297E+007  0.365637E-004   502607.        167536.     
  506.325        11204.8        3010.48        4.90994        2.35866       0.293748E+007  0.366262E-004   502445.        167482.     
  508.147        11204.8        3010.28        4.90931        2.35836       0.294198E+007  0.366893E-004   502281.        167427.     
  509.968        11204.8        3010.08        4.90867        2.35805       0.294646E+007  0.367529E-004   502117.        167372.     
  511.790        11204.8        3009.88        4.90803        2.35774       0.295093E+007  0.368171E-004   501953.        167318.     
  513.612        11204.8        3009.68        4.90739        2.35743       0.295538E+007  0.368819E-004   501788.        167263.     
  515.433        11204.8        3009.47        4.90675        2.35712       0.295981E+007  0.369473E-004   501622.        167207.     
  517.255        11204.8        3009.27        4.90610        2.35681       0.296424E+007  0.370133E-004   501456.        167152.     
  519.077        11204.8        3009.07        4.90545        2.35650       0.296865E+007  0.370799E-004   501289.        167096.     
  520.898        11204.8        3008.86        4.90480        2.35619       0.297304E+007  0.371473E-004   501122.        167041.     
  522.720        11204.8        3008.66        4.90414        2.35587       0.297743E+007  0.372154E-004   500954.        166985.     
  524.542        11204.8        3008.46        4.90348        2.35556       0.298181E+007  0.372842E-004   500786.        166929.     
  526.363        11204.8        3008.25        4.90282        2.35524       0.298618E+007  0.373538E-004   500617.        166872.     
  528.185        11204.8        3008.05        4.90216        2.35492       0.299054E+007  0.374242E-004   500447.        166816.     
  530.007        11204.8        3007.84        4.90149        2.35460       0.299489E+007  0.374954E-004   500277.        166759.     
  531.828        11204.8        3007.64        4.90082        2.35428       0.299923E+007  0.375675E-004   500106.        166702.     
  533.650        11204.8        3007.43        4.90015        2.35396       0.300357E+007  0.376405E-004   499935.        166645.     
  535.472        11204.8        3007.22        4.89947        2.35363       0.300791E+007  0.377145E-004   499762.        166587.     
  537.293        11204.8        3007.02        4.89879        2.35330       0.301224E+007  0.377894E-004   499590.        166530.     
  539.115        11204.8        3006.81        4.89811        2.35298       0.301656E+007  0.378654E-004   499416.        166472.     
  540.937        11204.8        3006.60        4.89743        2.35265       0.302089E+007  0.379425E-004   499242.        166414.     
  542.759        11204.8        3006.39        4.89674        2.35232       0.302521E+007  0.380208E-004   499067.        166356.     
  544.580        11204.8        3006.19        4.89605        2.35199       0.302954E+007  0.381002E-004   498892.        166297.     
  546.402        11204.8        3005.98        4.89535        2.35165       0.303387E+007  0.381809E-004   498716.        166239.     
  548.224        11204.8        3005.77        4.89466        2.35132       0.303820E+007  0.382629E-004   498539.        166180.     
  550.045        11204.8        3005.56        4.89396        2.35098       0.304253E+007  0.383463E-004   498361.        166120.     
  551.867        11204.8        3005.35        4.89325        2.35064       0.304688E+007  0.384311E-004   498183.        166061.     
  553.689        11204.8        3005.14        4.89254        2.35030       0.305123E+007  0.385175E-004   498004.        166001.     
  555.510        11204.8        3004.93        4.89183        2.34996       0.305559E+007  0.386055E-004   497824.        165941.     
  557.332        11204.8        3004.71        4.89112        2.34962       0.305996E+007  0.386952E-004   497643.        165881.     
  559.154        11204.8        3004.50        4.89040        2.34927       0.306435E+007  0.387868E-004   497462.        165821.     
  560.975        11204.8        3004.29        4.88967        2.34892       0.306875E+007  0.388802E-004   497280.        165760.     
