|6.6.6
Comet_67P_CG_v7_3.tab                                                                               
           2
T(K)    
   273.150000000000     
   1.82167919799499     
         400
P(bar)  
   1.00000000000000     
   167.220735785953     
         300
           9
T(K)           P(bar)         rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  775.933        1.00000        2972.02        4.53613        2.17908       0.336493E+007  0.744996E-004   423371.        141124.     
  777.755        1.00000        2971.61        4.52876        2.17554       0.336908E+007  0.752223E-004   421939.        140646.     
  779.577        1.00000        2971.20        4.52119        2.17191       0.337333E+007  0.759735E-004   420472.        140157.     
  781.398        1.00000        2970.79        4.51342        2.16818       0.337767E+007  0.767553E-004   418969.        139656.     
  783.220        1.00000        2970.37        4.50542        2.16434       0.338212E+007  0.775697E-004   417427.        139142.     
  785.042        1.00000        2969.95        4.49720        2.16038       0.338669E+007  0.784192E-004   415845.        138615.     
  786.864        1.00000        2969.52        4.48873        2.15632       0.339139E+007  0.793063E-004   414221.        138074.     
  788.685        1.00000        2969.08        4.48001        2.15212       0.339622E+007  0.802341E-004   412552.        137517.     
  790.507        1.00000        2968.65        4.47101        2.14780       0.340120E+007  0.812057E-004   410835.        136945.     
  792.329        1.00000        2968.20        4.46172        2.14334       0.340634E+007  0.822247E-004   409069.        136356.     
  794.150        1.00000        2967.75        4.45212        2.13873       0.341166E+007  0.832952E-004   407249.        135750.     
  795.972        1.00000        2967.30        4.44219        2.13396       0.341717E+007  0.844217E-004   405373.        135124.     
  797.794        1.00000        2966.84        4.43191        2.12902       0.342288E+007  0.856093E-004   403436.        134479.     
  799.615        1.00000        2966.37        4.42126        2.12390       0.342883E+007  0.868639E-004   401436.        133812.     
  801.437        1.00000        2965.89        4.41020        2.11859       0.343504E+007  0.881920E-004   399367.        133122.     
  803.259        1.00000        2965.41        4.39871        2.11307       0.344152E+007  0.896012E-004   397224.        132408.     
  805.080        1.00000        2964.92        4.38676        2.10733       0.344832E+007  0.911002E-004   395002.        131667.     
  806.902        1.00000        2964.42        4.37430        2.10134       0.345547E+007  0.926989E-004   392695.        130898.     
  808.724        1.00000        2963.91        4.36129        2.09509       0.346301E+007  0.944091E-004   390296.        130099.     
  810.545        1.00000        2963.40        4.34768        2.08856       0.347099E+007  0.962445E-004   387797.        129266.     
  812.367        1.00000        2962.87        4.33342        2.08171       0.347947E+007  0.982212E-004   385189.        128396.     
  814.189        1.00000        2962.33        4.31845        2.07452       0.348852E+007  0.100359E-003   382462.        127487.     
  816.010        1.00000        2961.78        4.30269        2.06695       0.349822E+007  0.102680E-003   379605.        126535.     
  817.832        1.00000        2625.98        4.32632        2.07830       0.359237E+007  0.708479E-004   340274.        113425.     
  819.654        1.00000        2625.64        4.31572        2.07321       0.359985E+007  0.723542E-004   338564.        112855.     
  821.475        1.00000        2625.29        4.30440        2.06777       0.360788E+007  0.740165E-004   336745.        112248.     
  823.297        1.00000        2624.93        4.29224        2.06193       0.361658E+007  0.758638E-004   334800.        111600.     
  825.119        1.00000        2624.56        4.27914        2.05563       0.362606E+007  0.779338E-004   332711.        110904.     
  826.940        1.00000        2624.17        4.26493        2.04880       0.363652E+007  0.802756E-004   330457.        110152.     
  828.762        1.00000        2623.78        4.24941        2.04135       0.364819E+007  0.829550E-004   328007.        109336.     
  830.584        1.00000        2623.38        4.23232        2.03314       0.366141E+007  0.860626E-004   325325.        108442.     
  832.406        1.00000        2622.95        4.21334        2.02402       0.367665E+007  0.897271E-004   322362.        107454.     
  834.227        1.00000        2622.51        4.19200        2.01377       0.369460E+007  0.941389E-004   319050.        106350.     
  836.049        1.00000        2622.04        4.16764        2.00207       0.371637E+007  0.995943E-004   315297.        105099.     
  837.871        1.00000        2621.55        4.13930        1.98845       0.374378E+007  0.106586E-003   310964.        103655.     
  839.692        1.00000        2621.01        4.10542        1.97218       0.378016E+007  0.116008E-003   305832.        101944.     
  841.514        1.00000        2620.41        4.06335        1.95197       0.383250E+007  0.129714E-003   299528.        99842.6     
  843.336        1.00000        2619.73        4.00775        1.92526       0.391881E+007  0.152433E-003   291312.        97103.8     
  845.157        1.00000        2618.89        3.92518        1.88560       0.411033E+007  0.202381E-003   279342.        93113.8     
  846.979        1.00000        2617.25        3.96676        1.90557       0.754400E+007  0.913913E-003   285112.        95037.4     
  848.801        1.00000        2616.86        4.19773        2.01652       0.346099E+007  0.211395E-003   319233.        106411.     
  850.622        1.00000        2616.74        3.66755        1.76183       0.346307E+007  0.351776E-004   243676.        81225.3     
  852.444        1.00000        2616.63        4.18954        2.01259       0.346514E+007  0.248431E-004   317960.        105987.     
  854.266        1.00000        2616.51        5.11106        2.45527       0.346720E+007  0.314939E-004   473199.        157733.     
  856.087        1.00000        2616.39        5.10187        2.45086       0.346926E+007  0.248727E-004   471477.        157159.     
  857.909        1.00000        2616.27                 NaN            NaN  0.347131E+007  0.248874E-004            NaN            NaN
  859.731        1.00000        2616.15        5.10119        2.45053       0.347335E+007  0.249021E-004   471309.        157103.     
  861.552        1.00000        2616.03                 NaN            NaN  0.347539E+007  0.249167E-004            NaN            NaN
  863.374        1.00000        2615.91        5.10051        2.45021       0.347741E+007  0.249313E-004   471141.        157047.     
  865.196        1.00000        2615.80        5.10018        2.45005       0.347943E+007  0.249459E-004   471057.        157019.     
  867.017        1.00000        2615.68        5.09984        2.44988       0.348144E+007  0.249605E-004   470973.        156991.     
  868.839        1.00000        2615.56                 NaN            NaN  0.348344E+007  0.249751E-004            NaN            NaN
  870.661        1.00000        2615.44        5.09916        2.44956       0.348544E+007  0.249896E-004   470804.        156935.     
  872.482        1.00000        2615.32        5.09882        2.44939       0.348742E+007  0.250041E-004   470720.        156907.     
  874.304        1.00000        2615.20        5.09848        2.44923       0.348940E+007  0.250186E-004   470636.        156879.     
  876.126        1.00000        2615.08        5.09814        2.44906       0.349138E+007  0.250330E-004   470551.        156850.     
  877.947        1.00000        2614.96        5.09779        2.44890       0.349334E+007  0.250474E-004   470467.        156822.     
